,ma120,ma120_slope,ma20,ma20_slope,ma5,ma5_slope,ma60,ma60_slope,weighted_avg,날짜,종목명,종목코드,주식_종가,시가총액
251380,1665.5,-0.002701891323926749,1952.0,-0.005379098360655738,2015.0,-0.0009925558312655087,1798.5,-0.0039384672412194925,-0.002249922252772015,2021.06.22,삼익악기,002450,2010,181100000000
251739,17369.166666666668,0.003430408290553113,14472.5,-0.0008637070305752289,14350.0,-0.012543554006968641,15550.833333333334,0.001125341621563689,-0.008041996933960639,2021.06.22,신테카바이오,226330,14750,201200000000
251919,43967.083333333336,0.0017437287364599858,40837.5,-6.121824303642486e-05,40390.0,0.0022282743253280515,41727.5,0.000998542128492343,0.0016231753125281823,2021.06.22,녹십자셀,031390,40250,510400000000
252099,34775.0,-0.002372393961179008,39070.0,0.0037112874328129,37790.0,0.009261709446943637,38030.833333333336,-0.0020816442798607666,0.006435584501030917,2021.06.22,풍산,103140,37300,146700000000
252279,3658.2916666666665,-0.004635588104648034,4140.0,-0.018719806763285024,4950.0,-0.012727272727272728,3823.4166666666665,-0.00834768204703468,-0.013083236235320147,2021.06.22,캐스텍코리아,071850,5110,85500000000
252459,13154.416666666666,-0.002736723407220642,14560.0,0.003949175824175824,14270.0,0.009110021023125438,14645.0,-0.00039831569363837075,0.00653468109014183,2021.06.22,대림제지,017650,13850,124200000000
252639,3278.7916666666665,-0.006658957186971734,4250.25,-0.005117346038468326,4407.0,0.009303380984796914,4032.25,-0.006758013516027032,0.004014979221473038,2021.06.22,이구산업,025820,4490,148000000000
252998,10659.083333333334,-0.002759774527203047,12707.5,0.008262836907338186,12520.0,-0.010383386581469648,14307.166666666666,-0.007490418554803494,-0.005983664478328135,2021.06.22,휴마시스,205470,12850,438100000000
253357,16428.75,-0.00096375764031543,15060.0,-0.0018260292164674634,15150.0,0.0039603960396039604,15946.666666666666,0.0018290133779264976,0.00234376503822596,2021.06.22,티라유텍,322180,15050,82000000000
253537,7181.416666666667,-0.0032607308214489205,8321.0,-0.010094940511957697,8886.0,-0.022957461174881837,7725.5,-0.005199231980670115,-0.017624297605204193,2021.06.22,동방아그로,007590,9310,124700000000
253896,1320.9583333333333,-0.0007885689051508174,1381.75,-0.011760448706350643,1540.0,-0.033766233766233764,1277.3333333333333,-0.00443632567849675,-0.024783202702429293,2021.06.22,한창,005110,1580,107900000000
254076,19259.583333333332,0.003807628237024984,17440.0,0.016485091743119264,13090.0,0.006111535523300229,18460.0,0.004559407728421879,0.00791583862346244,2021.06.22,위더스제약,330350,12950,114300000000
254256,39956.25,-0.000531831690911935,41597.5,-0.0005408978904982271,41030.0,0.0038995856690226664,39838.333333333336,-0.0012759904614484145,0.00227236047607465,2021.06.22,롯데정보통신,286940,41150,632800000000
254436,8585.916666666666,0.000815288602459454,8690.5,-0.0005178068005293136,8656.0,0.006007393715341959,8568.333333333334,-0.0003112234973741932,0.0038108866352519646,2021.06.22,얼라인드,238120,8510,61000000000
254616,3901.875,-0.004250093437983914,4919.5,-0.00635227157231426,5166.0,0.004645760743321719,4336.75,-0.006033704194769579,0.0009334150773201116,2021.06.22,에스제이엠홀딩스,025530,5000,74400000000
254796,0.0,0.0,11917.5,-0.003356408642752255,12110.0,0.0008257638315441783,13442.5,0.002355712603062381,0.00010103602225950304,2021.06.22,아이퀘스트,262840,12000,118800000000
255092,11503.0,-0.0008693384334521429,11717.5,0.00512054619159377,11660.0,0.009433962264150943,11515.333333333334,-0.002156544896659579,0.006897063298678303,2021.06.22,엔에스,217820,11450,131200000000
255451,3902.9166666666665,-0.0012383900928791794,3668.25,0.004157295713214748,3476.0,0.005178365937859608,3947.75,0.0022164524096004055,0.004357122738567777,2021.06.22,네온테크,306620,3470,135200000000
255631,111654.16666666667,-0.0029555547262753294,134300.0,0.0037230081906180195,128900.0,0.008533747090768037,130283.33333333333,-0.003594729435844916,0.005784286567224569,2021.06.22,아세아,002030,127500,281500000000
255811,3094.625,-0.002733233698213349,3344.0,-0.011064593301435407,3584.0,-0.03627232142857143,3252.6666666666665,-0.005277720844435289,-0.02645436135821271,2021.06.22,파커스,065690,3935,55100000000
255991,79162.08333333333,-0.0061056166409633635,95955.0,-0.011828461257881298,107240.0,-0.017157776948899663,90631.66666666667,-0.004339910627264308,-0.014257519163135642,2021.06.22,오스템임플란트,048260,108600,1561400000000
256171,23252.083333333332,-0.0053758623779231254,29865.0,-0.0021764607399966515,30450.0,-0.005911330049261084,27027.5,-0.004717417445194709,-0.005018191543434663,2021.06.22,에스제이그룹,306040,30850,311300000000
256351,147670.83333333334,-0.004429897576253622,175675.0,-0.0027038565532944356,179000.0,-0.0011173184357541898,176275.0,0.0010873162199214691,-0.0013797915507196448,2021.06.22,미원에스씨,268280,180000,912900000000
256531,5445.958333333333,-0.0026472230935784603,6276.5,0.0012745957141719112,6258.0,-0.001278363694471077,6033.0,-0.0032322227747389356,-0.0010316006907246345,2021.06.22,대모,317850,6210,51400000000
256711,5714.375,-0.002770790039738909,6799.0,-0.005883218120311811,6954.0,-0.001725625539257981,6133.833333333333,-0.0027171697959404496,-0.0027085567061610407,2021.06.22,한중엔시에스,107640,7000,26600000000
256891,2949.5416666666665,0.0006215654974643468,3014.25,-0.006386331591606536,3141.0,-0.0066857688634192934,3043.9166666666665,-0.0018890136063733677,-0.005780839165307968,2021.06.22,더블유에스아이,299170,3200,93900000000
257250,3346.2916666666665,-0.0019175455417065703,3998.25,-0.002313512161570687,3965.0,-0.0035308953341740227,3497.1666666666665,-0.005695086498594057,-0.0034231703264719863,2021.06.22,피노텍,150440,4070,38900000000
257430,10103.0,-0.002680721897786196,11205.0,0.004462293618920125,10900.0,-0.0009174311926605505,10851.0,-0.0026264860381531654,-0.00010055625014995914,2021.06.22,엔바이오니아,317870,10850,82500000000
257610,28527.916666666668,-0.0023661033782698235,31295.0,0.0002396548969483943,30480.0,0.004921259842519685,31746.666666666668,-0.0015487190256195256,0.0029735728055520303,2021.06.22,라파스,214260,29900,257200000000
257790,14236.666666666666,-0.0031608522594240226,16645.0,-0.007960348452988885,17190.0,0.005817335660267597,15371.666666666666,-0.0047164696953269,0.00155950890607227,2021.06.22,케이엔제이,272110,16750,123300000000
257970,15575.0,-0.0012841091492776886,15807.5,-0.00015815277558121145,16120.0,0.0,16378.333333333334,0.00015264068383026355,-8.057194419710037e-05,2021.06.22,와이엔텍,067900,15950,291200000000
258150,30699.583333333332,-0.0040717164999524965,37587.5,-0.004123711340206186,37340.0,-0.008034279592929834,37508.333333333336,-0.005687624972228458,-0.006819372325666101,2021.06.22,에이텍티앤,224110,37950,205100000000
258330,40204.166666666664,-0.002497668152140058,45452.5,0.003300148506682801,43930.0,0.006373776462554063,43502.5,-0.0013983870658774958,0.0045382622878019484,2021.06.22,영원무역,111770,43800,1934200000000
258510,10827.0,-0.0013469412887534811,11155.5,0.000672314105149926,11290.0,0.021257750221434897,10810.333333333334,-0.0025746970491197256,0.013627183695613021,2021.06.22,디케이앤디,263020,11000,84600000000
258690,3007.2083333333335,-0.014174275698668476,6461.5,-0.012458407490520776,7438.0,-0.03199784888410863,3864.75,-0.021519287577894175,-0.026150925815497605,2021.06.22,삼성스팩2호,291230,7170,52200000000
258870,3526.5,-0.003721820501914079,3866.0,-0.004914640455250905,4068.0,-0.009095378564405112,3885.4166666666665,-0.002702412868632708,-0.00735125646987248,2021.06.22,레이크머티리얼즈,281740,4135,275100000000
259050,17074.166666666668,0.0014397969642246347,16122.5,-0.0012405024034734067,16180.0,-0.005562422744128554,16545.833333333332,-0.00015109544195416772,-0.0038067949603624264,2021.06.22,대원제약,003220,16400,349100000000
259230,52056.666666666664,-0.0054988153934814625,67365.0,-0.013137385882876865,79820.0,-0.019794537709847158,62775.833333333336,-0.010128632302770477,-0.016781730687927147,2021.06.22,티앤엘,340570,78400,321900000000
259375,10014.75,-0.003744476896577548,11952.5,-0.005019870320016733,12350.0,0.004858299595141701,10835.333333333334,-0.0051990401771981115,0.0014467928102900702,2021.06.22,에스피지,058610,12300,269500000000
259555,4897.25,0.0010635220446848803,4773.25,-0.002880636882627141,4830.0,-0.00041407867494824016,4875.416666666667,0.0003589436800273481,-0.0007562080450048055,2021.06.22,웰크론,065950,4835,136800000000
259735,33842.083333333336,-0.004370790805333739,32767.5,0.002059967956054017,31330.0,0.0012767315671879987,33409.166666666664,-0.0023197226310144423,0.0007913573065148714,2021.06.22,수산아이앤티,050960,31350,212700000000
259915,31779.166666666668,-0.0002622263012980965,30952.5,0.001938454082868912,30560.0,0.005235602094240838,33050.833333333336,0.0015128211593252816,0.003929002978697951,2021.06.22,테스,095610,29950,591100000000
260095,18850.833333333332,-0.004752221387206514,24235.0,0.017227150814937073,21990.0,0.0,24101.666666666668,-0.004563999723393956,0.002751419121287693,2021.06.22,엠투엔,033310,21950,480400000000
260275,12885.0,-0.0016168671581943297,13025.0,-0.00038387715930902113,13220.0,-0.00529500756429652,13546.666666666666,-0.00024606299212589475,-0.0036239800057768484,2021.06.22,인선이엔티,060150,13200,621600000000
260455,15159.166666666666,0.0004122917926447144,15415.0,-0.0014596172559195588,15720.0,0.0031806615776081423,15304.166666666666,-0.002940375714674653,0.001502083592426151,2021.06.22,어보브반도체,102120,15450,268900000000
260635,8575.416666666666,-0.0026723677177978985,10125.0,-0.001382716049382716,10240.0,0.001953125,9359.333333333334,-0.0036505449106062978,0.0004943151631729321,2021.06.22,휴비츠,065510,10250,121200000000
260815,7978.333333333333,-0.004491330687278007,9438.0,-0.0033905488450943,9978.0,0.0006013229104028864,8116.5,-0.005338918663627553,-0.0010457082779836394,2021.06.22,케이엔더블유,105330,9970,120000000000
260995,4762.458333333333,-0.003490844189362987,4988.5,-0.00040092212087801946,5027.0,-0.0011935548040580863,5167.666666666667,0.0005321550667612719,-0.000977321749605382,2021.06.22,미래생명자원,218150,4975,92800000000
261175,31223.333333333332,0.0007339596455642537,28850.0,0.0006932409012131716,28380.0,0.0035236081747709656,30014.166666666668,0.0019157620012771747,0.0026572676762496926,2021.06.22,씨에스베어링,297090,28050,269700000000
261355,11355.583333333334,-0.0050856039980332725,14417.5,-0.0008670019074041963,14170.0,0.0014114326040931546,14273.333333333334,-0.005196170014012229,-2.986639012317533e-05,2021.06.22,휴스틸,005010,14200,110600000000
261535,1666.5,0.0009750975097509751,1707.25,-0.011421877288036316,1872.0,0.024572649572649572,1613.75,-0.00258197779499101,0.013478403860603406,2021.06.22,지앤이헬스케어,299480,1750,19400000000
261894,19735.416666666668,0.0007178296210280624,17265.0,-0.0002896032435563278,16940.0,0.005312868949232586,18562.5,0.0052076318742986065,0.0039520988367711795,2021.06.22,소룩스,290690,16600,136600000000
262049,8680.25,-0.0007392260207558607,8284.0,-0.005975374215354901,8448.0,-0.0014204545454545455,8446.666666666666,-0.00047355958958168905,-0.0022026875576123964,2021.06.22,덕우전자,263600,8440,134600000000
262229,2295.4583333333335,-0.002704615998983566,2667.25,-0.002811884900178086,2630.0,-0.0022813688212927757,2603.0,-0.005218337815341331,-0.002702331295359233,2021.06.22,태평양물산,007980,2640,128100000000
262409,4311.666666666667,-0.0041553923463471905,5251.0,-0.0055227575699866695,5280.0,0.0015151515151515152,4857.0,-0.004975636538329621,-0.0008250363002991706,2021.06.22,엘디티,096870,5330,35300000000
262589,27059.166666666668,-0.003233654645683841,34182.5,0.006655452351349375,33020.0,0.014536644457904301,33660.0,-0.004753416518122401,0.010142884983811239,2021.06.22,선바이오,067370,31500,362600000000
262769,2828.125,-0.0015322283609576963,3134.75,0.0070181035170268765,3078.0,-0.008122157244964262,2963.3333333333335,-0.0030371203599550054,-0.004256104959864781,2021.06.22,아미노로직스,074430,3120,270900000000
262949,7562.208333333333,-0.00452910029587918,9710.0,0.010247167868177138,9342.0,0.006850781417255406,8893.5,-0.0006559097468189059,0.006210395505375593,2021.06.22,케이씨티,089150,9210,160900000000
263129,2044.0833333333333,-0.005055240735455954,2489.25,-0.003213819423521141,2541.0,0.005509641873278237,2357.1666666666665,-0.005267623559357922,0.002158978940218036,2021.06.22,대창,012800,2565,231000000000
263488,3218.6666666666665,-0.011327154101076957,5619.0,-0.008720412884854957,5708.0,0.003854239663629993,4556.666666666667,-0.009985369422092171,-0.0008037214428745606,2021.06.22,럭스피아,092590,5680,41400000000
263668,9348.666666666666,0.004189545746274109,8303.0,-0.00313139828977478,8630.0,-0.008111239860950173,8757.5,-0.0011609096964505922,-0.005805199249903922,2021.06.22,알서포트,131370,8650,461800000000
263848,3994.2916666666665,0.0007302087353828618,3840.0,0.0,3840.0,0.0,3840.0,0.0,3.651043676914309e-05,2021.06.22,볼빅,206950,3840,16100000000
264028,23069.166666666668,0.003052414839432037,20685.0,-0.0019337684312303602,20780.0,0.0,21886.666666666668,0.0009137983551629606,-0.00014275310875817412,2021.06.22,에이비엘바이오,298380,20950,999000000000
264208,3773.0,-0.00346762081455963,3470.0,0.002881844380403458,3316.0,0.02925211097708082,3818.3333333333335,0.008206023570493154,0.02023746232750456,2021.06.22,삼화네트웍스,046390,3170,136900000000
264388,11590.416666666666,-0.0007189847934715135,11340.0,-0.0013227513227513227,11340.0,-0.005291005291005291,11749.166666666666,-0.0006383431449038939,-0.003803487257867669,2021.06.22,비아트론,141000,11550,139900000000
264568,3632.375,-0.004473657042568567,3936.5,-0.0028578686650577926,4046.0,-0.003213049925852694,4305.083333333333,0.0033681113412438787,-0.00254692790281985,2021.06.22,흥국에프엔비,189980,3985,153500000000
264748,2515.2916666666665,-0.0025344973246972683,2348.0,-0.004578364565587734,2465.0,-0.019878296146044624,2520.9166666666665,0.0020825757826187564,-0.01375503269601954,2021.06.22,윈팩,097800,2535,103400000000
264928,1003.2,0.0018357921318446803,886.95,-0.0028186481763346296,903.2,0.0,954.0666666666667,0.002812521836349605,-0.00019068784503973143,2021.06.22,질경이,233990,899,12400000000
265108,1404.0833333333333,-0.006113122440500866,1761.5,-0.023985239852398525,2204.0,0.0027223230490018148,1542.5,-0.008914100486223663,-0.004224604159275936,2021.06.22,동양,001520,2220,515600000000
265288,345.8,-0.0042172739541161686,376.75,-0.00915726609157263,427.6,-0.021047708138447144,380.68333333333334,-0.0005691519635743539,-0.015780242402368416,2021.06.22,서울식품공업,004410,421,154200000000
265468,14285.833333333334,-0.002099982500145832,16520.0,0.005145278450363196,16290.0,-0.001841620626151013,15606.666666666666,-0.00448526270824434,-0.0007215231127572449,2021.06.22,그린플러스,186230,16350,157600000000
265648,2324.5,-0.0021330752133075863,2484.0,-0.005636070853462158,2574.0,0.0019425019425019425,2447.0833333333335,-0.0016345990124297632,-0.00013470156997452454,2021.06.22,우리손에프앤지,073560,2580,178300000000
265828,0.0,0.0,34912.5,7.160759040458288e-05,35050.0,0.0019971469329529245,39927.5,0.005301275228017387,0.0018425945473020565,2021.06.22,오로스테크놀로지,322310,34250,319300000000
265928,20424.166666666668,0.0005100167285485777,20845.0,-0.007195970256656272,22440.0,-0.013814616755793227,21236.666666666668,-0.004120232302621252,-0.010805217336431548,2021.06.22,바디텍메드,206640,22450,524900000000
266287,5367.833333333333,-0.0010246219765889404,6033.5,-0.004060661307698683,6128.0,0.0039164490861618795,5613.5,-0.002731510347079902,0.0014091775109280479,2021.06.22,롯데리츠,330590,6090,1477200000000
266467,4739.083333333333,-0.0017848036715960606,5303.5,-0.001979824644102951,5432.0,-0.001840942562592047,4880.75,-0.003722105550718019,-0.0020540283331570257,2021.06.22,엠아이텍,179290,5370,167500000000
266647,12600.5,-0.004596378450590537,14857.5,-0.007908463738852432,15920.0,-0.0043969849246231155,13915.0,-0.005449754461612213,-0.00521452731746626,2021.06.22,하나마이크론,067310,15850,506200000000
266827,6542.0,0.002675022928767961,6107.5,0.0028653295128939827,5954.0,0.005710446758481693,6247.5,0.0009337068160597087,0.004511978123636267,2021.06.22,영진약품,003520,5860,168100000000
267007,95444.16666666667,0.02297591087284877,38425.0,0.0034482758620689655,36530.0,-0.0002737476047084588,35960.833333333336,-0.0029430167079925592,0.0013662131021964776,2021.06.22,에스앤디,260970,36850,111900000000
267187,42698.333333333336,-0.001317381630820875,48830.0,0.0019967233258242883,47690.0,0.007339064793457748,45276.666666666664,-0.0009570787013177167,0.005008159829239578,2021.06.22,쿠쿠홈시스,284740,45750,118700000000
267367,2298.7083333333335,-0.0008700538345810146,2407.25,-0.005608058988472323,2511.0,0.0011947431302270011,2298.9166666666665,-0.002356182259759966,-0.0006241496807519614,2021.06.22,체리부로,066360,2520,69700000000
267726,23821.25,0.0009620262020955189,20655.0,-0.004478334543694021,21210.0,-0.010843941537010843,21733.333333333332,-0.000958588957055159,-0.007991986493396592,2021.06.22,모비릭스,348030,21850,202400000000
267897,9896.083333333334,-0.001675747139019707,11192.5,0.0006700915791824883,11150.0,0.008968609865470852,10514.333333333334,-0.0007925688742352287,0.005800570484018044,2021.06.22,현대그린푸드,005440,10900,174700000000
268435,5403.666666666667,-0.0016963790019123377,6003.0,-0.0006663334999167084,5990.0,0.008347245409015025,5854.5,-0.0019358328351410077,0.005014040582266706,2021.06.22,유진기업,023410,5910,457700000000
268615,15575.833333333334,-0.00205981488416889,16117.5,-0.0037226617031177293,16160.0,-0.01051980198019802,15863.333333333334,-0.0012082370245850732,-0.007806218074419211,2021.06.22,휴럼,284420,16850,64000000000
268795,12344.416666666666,-0.0032335806336197385,15072.5,0.0061370044783546195,14130.0,0.008492569002123142,13772.5,-0.004053972287771569,0.006180494486592822,2021.06.22,미디어젠,279600,14150,65600000000
268975,18023.75,-0.0004854705596782024,17920.0,-0.004045758928571429,18350.0,-0.004359673024523161,18010.833333333332,-0.0016193957340488174,-0.0038291523530431322,2021.06.22,바이오니아,064550,18550,466200000000
269155,12427.5,-0.0009723060417086252,13227.5,-0.000756000756000756,13170.0,0.0037965072133637054,13240.0,-0.0004405840886203882,0.002223855826538787,2021.06.22,동성화인텍,033500,13100,371400000000
269335,7125.333333333333,-0.008432354041916125,9194.0,-0.02447248205351316,12770.0,0.028191072826938137,8193.333333333334,-0.012611879576891855,0.011746895267022167,2021.06.22,신진에스엠,138070,11850,108600000000
269515,3812.25,-0.0037379500295101316,4396.0,-0.009781619654231119,4708.0,-0.00828377230246389,4064.5,-0.004244064460573256,-0.007952079874980585,2021.06.22,티플랙스,081150,4760,115900000000
269695,2126.5416666666665,-0.00047024707565099835,2207.5,-0.0009060022650056625,2219.0,0.0009013068949977468,2159.3333333333335,-0.0006560666872492913,0.00031553000623992384,2021.06.22,유안타제4호스팩,313750,2190,10000000000
269875,13016.25,0.0004481577515285846,11457.5,-0.0039275583678813,11570.0,-0.00432152117545376,12524.166666666666,0.0021292168474284024,-0.003359170865301935,2021.06.22,힘스,238490,11850,134000000000
270055,65349.166666666664,-0.0016832655351381681,72030.0,0.003540191586838817,68420.0,0.00029231218941829873,76008.33333333333,-0.0006358951869311938,0.0007502884450396297,2021.06.22,국도화학,007690,68400,398000000000
270235,12199.333333333334,-0.0047953440078692825,15992.5,-0.007347193997186181,16970.0,0.004714201532115498,14359.166666666666,-0.007022227380883208,0.0006528022579560524,2021.06.22,한양증권,001750,16550,211300000000
270415,31360.416666666668,-0.0036138975619478615,36877.5,0.0012880482679140397,37100.0,-0.003504043126684636,35580.0,-0.0035834738617200675,-0.0025590606430316055,2021.06.22,뉴트리,270870,37500,339000000000
270595,7928.166666666667,0.00399419790199492,7096.0,-0.0017615558060879368,7128.0,0.0028058361391694723,7419.0,0.0016174686615446825,0.001832939090496784,2021.06.22,씨알푸드,236030,7250,14400000000
270775,1422.125,-0.003574463098063291,1799.0,-0.0037520844913841024,1839.0,0.000543773790103317,1631.0,-0.005313713468219953,-0.0011070584364348242,2021.06.22,하이골드3호,153360,1840,29700000000
271134,124212.5,0.0004360806413740285,119125.0,0.0004197271773347324,118600.0,0.002529510961214165,121633.33333333333,0.0013702384214853785,0.001886955434473393,2021.06.22,오리온,271560,118500,4704800000000
271314,20368.75,-0.00902117213869285,33162.5,0.004673954014323407,32360.0,-0.00834363411619283,27868.333333333332,-0.0102565636026553,-0.005965286339860831,2021.06.22,아이진,185490,33950,408200000000
271494,5472.416666666667,4.5683655910703677e-05,5374.0,-0.0027912169705991813,5444.0,0.0011021307861866275,5512.833333333333,0.001813949269885419,0.0003418207266855487,2021.06.22,아이케이세미콘,149010,5400,16800000000
271674,8429.666666666666,0.0017003440230931165,8009.5,-0.001872776078406892,8082.0,-0.0022271714922048997,8109.833333333333,-0.00047267720257297073,-0.0017844672047172044,2021.06.22,삼륭물산,014970,8090,122800000000
271854,2193.0416666666665,-0.007067809169152434,3049.75,-0.012623985572587917,3418.0,-0.042715038033937974,2443.0,-0.012143539364169675,-0.031857316231451854,2021.06.22,한일단조,024740,3740,111500000000
272034,2098.75,-0.0003772086559459274,2166.0,-0.0005771006463527239,2168.0,0.00046125461254612545,2132.5833333333335,-0.0005079910906178664,0.00011473582702535375,2021.06.22,유안타제5호스팩,336060,2145,12600000000
272214,2496.2916666666665,-0.003455125102234982,3073.5,-0.0008947454042622417,3119.0,0.0009618467457518436,2994.3333333333335,-0.0046754981631971495,-0.00019405476754521408,2021.06.22,유안타제6호스팩,340360,3030,20900000000
272394,2086.875,-0.00045921932714392807,2144.75,-0.0008159459144422427,2142.0,-0.002334267040149393,2118.9166666666665,-0.00047193927714634054,-0.0017506176530573845,2021.06.22,유안타제7호스팩,367460,2150,11700000000
272556,24324.166666666668,0.0012504710678679328,23075.0,-0.0003250270855904659,22780.0,0.000877963125548727,23613.333333333332,0.0010940146809713055,0.0006775956359791066,2021.06.22,아톤,158430,22650,98600000000
272736,7312.166666666667,-0.002484443735327008,8625.5,-0.0020868355457654628,8796.0,0.0047748976807639835,8165.166666666667,-0.003490437019044314,0.002213050494672715,2021.06.22,조광페인트,004910,8610,111100000000
272916,15154.0,-0.009188993005147156,23155.0,-0.004210753616929389,23030.0,-0.0034737299174989146,17920.0,-0.007952008928571428,-0.004354725712874674,2021.06.22,선익시스템,171090,23850,242200000000
273096,22090.416666666668,0.0005658562347926136,22567.5,-0.005428159964550792,23760.0,-0.006734006734006734,21728.333333333332,-0.0012272762138527686,-0.005557171179660182,2021.06.22,유비쿼스,264450,23800,242300000000
273276,9415.166666666666,-0.0020799773415233,10077.5,-0.0027784668816670803,10000.0,-0.0108,9882.166666666666,-0.0021419054525828743,-0.007893882788667868,2021.06.22,동아엘텍,088130,10400,115200000000
273456,5994.083333333333,-0.005289938689541025,6996.5,-0.013006503251625813,7490.0,-0.03497997329773031,6917.833333333333,-0.006673573132242667,-0.02627013754155118,2021.06.22,디지캡,197140,8190,64200000000
273636,56814.166666666664,-0.0019508045235195769,59837.5,-0.01662836849801546,71080.0,0.0002813731007315701,54590.833333333336,-0.006548718496695111,-0.0038951932599730612,2021.06.22,안트로젠,065660,71300,664200000000
273816,12480.333333333334,-0.005001201890975231,15275.0,0.0014729950900163667,14600.0,0.00821917808219178,16184.166666666666,-0.00453117759126711,0.004933886917752458,2021.06.22,이수앱지스,086890,14400,484500000000
273996,4731.458333333333,0.00015851349566289464,4398.0,-0.004320145520691224,4502.0,0.000444247001332741,4665.916666666667,0.000893000660820359,-0.00047804281240678245,2021.06.22,에스디생명공학,217480,4500,100900000000
274176,14797.083333333334,-0.0006476501562808396,12362.5,-0.003033367037411527,12640.0,-0.014240506329113924,13413.333333333334,0.002298707753479035,-0.009665514253872494,2021.06.22,셀젠텍,258250,13100,58600000000
274356,4585.625,-0.005270092226614032,5835.5,-0.0041127581184131606,5970.0,-0.001340033500837521,5177.916666666667,-0.00624446769131741,-0.0025815247796894636,2021.06.22,에스제이엠,123700,5930,92400000000
274536,3515.4583333333335,-0.004551326877718647,3990.5,-0.010149104122290439,4420.0,-0.023529411764705882,3754.0,-0.005993606819392648,-0.01815086549734211,2021.06.22,정다운,208140,4545,146500000000
274716,6509.333333333333,-0.006695514133551777,9957.0,-0.020387666967962237,10940.0,-0.006398537477148081,7619.0,-0.011550072187951175,-0.009726365679211405,2021.06.22,일진파워,094820,11000,165100000000
274896,27488.333333333332,0.0008791608561208227,24417.5,0.00010238558410975735,24490.0,-0.0012249897917517355,26149.166666666668,0.0009560534115172567,-0.0006362028638589097,2021.06.22,켐트로닉스,089010,24350,361800000000
275076,5418.166666666667,-0.005229321111077045,6596.5,-0.0010611688016372318,6598.0,-0.004243710215216732,6432.333333333333,-0.0008550551899258953,-0.0033176169747647644,2021.06.22,한빛소프트,047080,6780,176200000000
275256,6745.666666666667,-0.0013465434599991015,7248.5,-0.00386286817962337,7364.0,0.0019011406844106464,7124.333333333333,-0.0014270341084545073,0.0002531372250968404,2021.06.22,우원개발,046940,7270,131800000000
275615,2150.5,-0.00017437805161590327,2187.0,0.00011431184270690443,2144.0,0.0,2150.9166666666665,0.0005811475727403046,7.225822323461619e-05,2021.06.22,미래에셋대우스팩 5호,353490,2140,10800000000
275795,10846.416666666666,-0.00030732115829333384,11117.5,0.0015740948954351248,10940.0,0.0009140767824497258,11008.333333333334,-0.0016502649507949625,0.0007285763346851837,2021.06.22,미스터블루,207760,10950,268700000000
275975,9176.166666666666,-0.0014076320903789958,8672.0,0.004035977859778598,8568.0,-0.003034547152194211,9382.166666666666,0.0017408914074574751,-0.0010615525407437199,2021.06.22,티로보틱스,117730,8390,115400000000
276155,4579.458333333333,-0.0026931860573029265,5336.0,0.0009370314842578711,5222.0,0.006127920337035618,5475.333333333333,0.00048703275295269144,0.004084598488354848,2021.06.22,극동유화,014530,5080,176100000000
276514,15609.583333333334,5.338600752734937e-05,16337.5,-0.0032134659525631217,16630.0,-0.0012026458208057728,15828.333333333334,-0.0018426871643677715,-0.0016060123900967862,2021.06.22,삼아제약,009300,16650,106100000000
276694,36682.083333333336,-0.001624317048513759,41937.5,0.00172876304023845,41000.0,0.003658536585365854,39901.666666666664,-0.0016290046363978115,0.0024796850724700258,2021.06.22,신한지주,055550,40450,20922300000000
276874,6603.875,0.004568025086281459,4893.5,-0.0033207315827117603,5024.0,-0.012738853503184714,4878.666666666667,-0.0005807597704292032,-0.008774075816341263,2021.06.22,EDGC,245620,5100,424800000000
277054,58965.0,-0.0016676559540971044,63675.0,-0.0017275225755791126,63180.0,0.003798670465337132,62195.0,-0.0013934667845753555,0.001900901811190923,2021.06.22,부산도시가스,015350,62800,688600000000
277592,7607.416666666667,-0.001226872898158675,8425.5,0.00011868731826004391,8252.0,0.0002423654871546292,8058.833333333333,-0.0011374682025933522,6.184565135248786e-06,2021.06.22,신한알파리츠,293940,8250,431200000000
277772,4691.208333333333,-0.0038014370853279873,4843.75,-0.007070967741935484,5210.0,0.004222648752399232,4879.75,-0.0017248151373875649,0.0009679747726672485,2021.06.22,티피씨글로벌,130740,5140,58000000000
277952,8090.0,0.0,8090.0,0.0,8090.0,0.0,8090.0,0.0,0.0,2021.06.22,세원정공,021820,8090,80900000000
278132,812.2833333333333,-0.002523749923056349,902.55,-0.012298487618414393,975.6,0.006560065600655983,838.8333333333334,-0.0012318696602424996,0.001554970654566443,2021.06.22,디젠스,113810,965,31300000000
278312,6426.583333333333,-0.002022847806636497,7823.0,0.0053048702543781155,7594.0,0.002633658151171978,6836.5,0.0015602525658841469,0.0028277347153939985,2021.06.22,셀루메드,049180,7540,297800000000
278492,63855.0,-0.0010831832537258515,71470.0,0.0,72060.0,0.0036081043574798777,69423.33333333333,-0.003240985259518894,0.0019670101437237386,2021.06.22,KPX홀딩스,092230,71700,302500000000
278851,6631.916666666667,-0.0028398024703769308,7553.0,-0.0007943863365550113,7506.0,0.0034638955502264853,7597.333333333333,0.00037293787293795277,0.001987958504111162,2021.06.22,혜인,003010,7420,94700000000
279210,21843.333333333332,-0.005379215626430643,32092.5,-0.009036379216327802,31610.0,-0.012654223347042075,25145.833333333332,-0.009908864954432382,-0.01129236829560768,2021.06.22,이지케어텍,099750,32900,209800000000
