,ma120,ma120_slope,ma20,ma20_slope,ma5,ma5_slope,ma60,ma60_slope,weighted_avg,날짜,종목명,종목코드,주식_종가,시가총액
96933,8324.416666666666,0.007237744386493549,7467.0,0.008236239453595822,7172.0,0.017568321249302844,7604.0,0.00293705067508325,0.013722248989599017,2021.06.22,더콘텐츠온,302920,6770,30800000000
97292,51829.583333333336,-0.0012782275244993609,47592.5,0.00010505857015286022,47110.0,-0.0014858841010401188,50237.5,0.002969229493240393,-0.000711801378546434,2021.06.22,엠씨넥스,097520,47250,844000000000
97472,2745.4166666666665,-0.017923812414630334,5951.0,-0.04171567803730465,8470.0,0.03282172373081464,3519.6666666666665,-0.02673075101808875,0.009421719095028196,2021.06.22,웹스,196700,7700,108200000000
97652,97947.5,0.006814875315857985,79145.0,-0.0021479562827721272,79060.0,0.004047558816089046,77203.33333333333,-0.0007987565303742106,0.0024621900866589326,2021.06.22,씨에스윈드,112610,78400,3323100000000
97832,1911.625,-0.005209355042612049,2594.75,-0.005973600539551017,2625.0,0.0019047619047619048,2275.8333333333335,-0.007030391797876235,-0.0009201318017331912,2021.06.22,윌비스,008600,2560,167400000000
98012,7150.416666666667,-0.00016316065497352879,7039.5,-0.005398110661268556,7306.0,-0.0002737476047084588,7001.5,-0.0010711990287795472,-0.0013728360109408404,2021.06.22,디티앤씨,187220,7250,81200000000
98192,84410.83333333333,0.004314217171966531,71225.0,0.007792207792207792,67220.0,0.010413567390657543,79538.33333333333,0.006055780231754142,0.009148549244142701,2021.06.22,메드팩토,235980,65800,1335200000000
98551,5728.416666666667,-0.0013092623034288125,6552.5,-0.002441816100724914,6454.0,-0.0012395413696932136,6170.333333333333,-0.001863756685214197,-0.001545903894138432,2021.06.22,이리츠코크렙,088260,6460,408600000000
98731,1603.0833333333333,-0.0022872589281071986,1771.0,-0.003105590062111801,1838.0,-0.008161044613710556,1669.1666666666667,-0.003245132301547724,-0.006364673187894354,2021.06.22,디알텍,214680,1855,96300000000
98911,2072.0,-0.00046251608751616066,2197.5,0.00034129692832764505,2150.0,0.0,2116.4166666666665,-0.0005906209394810411,-1.3928512658383131e-05,2021.06.22,상상인이안제2호스팩,329560,2120,8200000000
99091,2506.4166666666665,0.0,2698.25,0.007875474844806819,2591.0,0.021227325357005018,2626.25,-0.00038077106139933366,0.015334779344874693,2021.06.22,다이오진,271850,2365,8100000000
99271,8978.083333333334,0.0027103037953533646,7556.5,-0.0003970091973797393,7526.0,0.0013287270794578793,8009.833333333333,0.003412472169624912,0.0012610331689018332,2021.06.22,KC코트렐,119650,7380,95600000000
99451,631.225,-0.00034324791740931836,633.25,-0.011764705882353012,652.6,-0.005209929512718322,617.6833333333333,-0.0021586033836106812,-0.005972418093969046,2021.06.22,청광건설,140290,662,6300000000
99631,11650.166666666666,-0.004506373299380553,13282.5,-0.018257105213626952,15760.0,-0.021573604060913704,12205.833333333334,-0.006690789922851195,-0.018568661339573442,2021.06.22,엠케이전자,033160,16150,341300000000
99811,4556.333333333333,-0.0018563903723753817,4787.25,-0.004177763851898272,4856.0,-0.00020593080724876442,4696.0,-0.0015793583191369186,-0.0012201631456238123,2021.06.22,태경비케이,014580,4895,134700000000
99991,9789.75,-0.0009704027171276079,9929.0,-0.004431463390069493,10250.0,-0.002926829268292683,9877.333333333334,-0.00033747300215988856,-0.002870999138476512,2021.06.22,머큐리,100590,10200,149100000000
100171,88930.83333333333,0.002473832660213462,87255.0,-0.0006303363704085725,88260.0,0.002719238613188307,87355.0,0.0003243470131455381,0.0017975641588159122,2021.06.22,한국기업평가,034950,87600,397700000000
100351,1990.0416666666667,-0.0019681329955403325,2172.0,-0.003798342541436464,2211.0,-0.004975124378109453,2172.1666666666665,-0.0026471265249750635,-0.00435661865633296,2021.06.22,세하,027970,2255,131000000000
100531,2133.4583333333335,-0.0003320117961838884,2275.75,0.0004394155772822147,2190.0,-0.0018264840182648401,2175.5833333333335,-0.0005362546443483984,-0.0011695575506597373,2021.06.22,하이제5호스팩,340120,2150,10700000000
100711,15323.75,-0.0014683089974712456,17000.0,-0.0004411764705882353,17010.0,-0.001763668430335097,17048.333333333332,-0.00156418027177618,-0.0014644532508866403,2021.06.22,케이디켐,221980,16900,68000000000
100891,5500.833333333333,-0.000878654749280357,5763.5,-0.004597900581244036,5870.0,-0.0006814310051107325,5502.166666666667,-0.0024838699906098148,-0.0016548300060957824,2021.06.22,일진홀딩스,015860,5860,290200000000
101250,26171.666666666668,-0.0005253773164363497,23725.0,0.004741833508956797,23490.0,0.012345679012345678,26169.166666666668,0.004935834155972266,0.00944037260959146,2021.06.22,오킨스전자,080580,22650,400400000000
101430,15383.333333333334,-0.0022210184182015957,14755.0,0.00016943409013893597,14630.0,0.001367053998632946,15310.833333333334,0.0031023784901758012,0.0011216588452467025,2021.06.22,키이스트,054780,14600,259000000000
101610,3972.6666666666665,-0.003649941265312972,4413.75,-0.007759841404701218,4557.0,-0.009436032477507132,4159.833333333333,-0.0004607556392482216,-0.007913962018510351,2021.06.22,에코캡,128540,4630,68700000000
101790,1546.2916666666667,-0.0002425156961547789,1607.5,0.0013996889580093312,1574.0,0.00698856416772554,1501.25,-0.002053844018873111,0.004604994313928418,2021.06.22,엘컴텍,037950,1565,132200000000
101970,7946.0,-0.0006607097910898565,8284.5,-0.005552537871929507,8546.0,-0.016615960683360638,8190.5,-0.0021976680300347965,-0.012163684311128289,2021.06.22,디지털대성,068930,8970,266000000000
102150,28971.666666666668,-0.0013662773974573695,31242.5,0.0,30570.0,0.004906771344455349,30403.333333333332,-0.0006304133318714255,0.0030580461708359656,2021.06.22,한국콜마홀딩스,024720,30250,561900000000
102330,2769.5833333333335,-0.001023017902813354,3069.0,-0.0027696318018898664,3158.0,-0.005699810006333122,2857.5,-0.003995333916593706,-0.004709487151294541,2021.06.22,메타바이오메드,059210,3160,75300000000
102510,6864.083333333333,-0.004904757857931901,9569.5,0.002821464026333664,9330.0,0.006216505894962487,8633.333333333334,-0.003552123552123692,0.004004571388883385,2021.06.22,태웅로직스,124560,9080,177200000000
102690,4922.291666666667,-0.0012274093198460004,5273.5,-0.002275528586327866,5346.0,0.008978675645342313,5215.25,0.0019174536215905277,0.005511408348373683,2021.06.22,성보화학,003080,5140,102700000000
103049,5396.958333333333,-0.0008183621947546493,5976.5,-0.011545218773529658,6708.0,-0.010137149672033392,5627.666666666667,-0.003287330450749274,-0.009267842196340297,2021.06.22,엘아이에스,138690,6580,106500000000
103408,7602.416666666667,-0.00018634425456821445,7679.0,-0.006381039197812215,8176.0,-0.006360078277886497,7581.0,-0.0032537484061030165,-0.005744950773527379,2021.06.22,아비코전자,036010,8160,107700000000
103588,21151.25,-0.0021472332210468827,22595.0,-0.005089621597698606,23470.0,-0.007669365146996165,22215.0,-0.002475804636506865,-0.006357953789790259,2021.06.22,와이엠티,251370,23600,352900000000
103947,14781.25,0.0009302325581395349,14207.5,-0.0015836705965159247,14180.0,-0.007757404795486601,14837.5,0.0012356079752878814,-0.0051889748109337115,2021.06.22,이노테라피,246960,14350,72100000000
104127,5968.333333333333,-0.0007958670762356884,6549.5,-0.0017558592258951065,6586.0,0.004251442453689645,6334.5,-0.0017628331623122536,0.0021961890796762386,2021.06.22,사조씨푸드,014710,6460,110900000000
104486,131408.33333333334,-0.0004756167163421903,137525.0,0.0019996364297400473,133600.0,0.002245508982035928,134900.0,-0.000803063998023299,0.0017554208886519233,2021.06.22,넷마블,251270,132500,11388800000000
104845,1369.75,-0.01216158666423311,2443.0,-0.004604993860008187,2419.0,-0.0016535758577924762,2191.5,-0.0026998250817551975,-0.0028738849209539222,2021.06.22,코아시아옵틱스,196450,2410,99000000000
105025,24720.0,0.0012304476806904482,21440.0,-0.0018656716417910447,21450.0,0.0018648018648018648,22140.0,0.004290876242095754,0.001329596892007101,2021.06.22,뷰노,338220,21150,236800000000
105205,7551.583333333333,-0.0006290071618534744,8060.0,-0.002791563275434243,8166.0,0.0036737692872887582,7833.333333333333,-0.0006808510638297486,0.001730101917175196,2021.06.22,푸드웰,005670,8140,82400000000
105385,4510.75,-0.0025402279739141008,5013.0,-0.003191701575902653,5122.0,0.0003904724716907458,5114.416666666667,-0.0030469424665570733,-0.0008162388539329583,2021.06.22,브리지텍,064480,5080,59800000000
105744,10809.416666666666,-0.003461488054396959,12255.0,-0.0073439412484700125,13030.0,0.01688411358403684,11694.166666666666,-0.001638993800327747,0.00916891179717732,2021.06.22,하츠,066130,12550,162600000000
105924,12234.583333333334,0.0010898068998398355,12142.5,-0.001441218859378217,11930.0,0.002514668901927913,12202.5,0.0006829201666325703,0.0014690733760327488,2021.06.22,한국카본,017960,11850,525300000000
106104,25068.75,0.0013296767223468311,21867.5,0.002286498227963873,20870.0,0.0004791566842357451,24515.833333333332,-0.0011557156939392414,0.0007196637570694265,2021.06.22,바이넥스,053030,20950,663800000000
106284,6621.041666666667,-0.0056008306850005634,6517.0,-0.0028387294767531074,6778.0,-0.0029507229271171437,6545.0,0.00010185892538838347,-0.002755571439687955,2021.06.22,동방,004140,6620,261800000000
106464,3330.2083333333335,-0.005029715358148263,4254.5,-0.004700904924197908,4329.0,0.004158004158004158,4127.583333333333,-0.006601926066503806,0.0008508433433053276,2021.06.22,벽산,007210,4280,293800000000
106644,619.5416666666666,4.035241105670743e-05,613.95,-0.004397752259956096,632.0,0.002848101265822713,619.6333333333333,0.00043036204206786514,0.0010167691955531662,2021.06.22,큐로,015590,622,144000000000
106824,2360.2083333333335,0.0026304175125782103,2294.75,-0.0070813814140973964,2430.0,0.0008230452674897119,2225.3333333333335,-0.0019472738166567485,-0.0009445033649879311,2021.06.22,인성정보,033230,2375,88500000000
107004,10340.583333333334,-0.027843367959576863,28899.5,-0.06112562501081334,44540.0,0.02088010776829816,13868.333333333334,-0.042999639466410326,-0.004345187297388742,2021.06.22,쎄미시스코,136510,41950,221800000000
107184,18044.416666666668,0.0010991396230596972,16152.0,0.06308816245666171,10088.0,0.01942902458366376,21212.333333333332,0.014362713515722044,0.026737726803438975,2021.06.22,케어룸의료산업,327970,9620,9600000000
107364,2114.7916666666665,-0.0007486947098806566,2027.0,-0.001973359644795264,2024.0,0.0009881422924901185,2141.3333333333335,0.0015177459526774595,0.00036196042093323736,2021.06.22,신일전자,002700,2005,142800000000
107544,16596.25,-0.0003765910973864578,18210.0,0.0017847336628226248,17380.0,0.00805523590333717,16935.833333333332,-0.00034443733700726,0.005539576781163636,2021.06.22,GKL,114090,17050,154600000000
107724,7132.666666666667,-0.0030259837367979164,8498.0,-0.009767004000941397,9136.0,-0.02648861646234676,7933.166666666667,-0.005924494212063278,-0.019914750108759895,2021.06.22,제룡산업,147830,9610,95200000000
107904,9350.083333333334,-0.0015507883173946754,9643.0,-0.0037332780255107333,9958.0,-0.007029524000803374,9449.5,-0.0011993579907226774,-0.005513321420566342,2021.06.22,성창오토텍,080470,10000,74500000000
108084,10312.833333333334,-0.005009939072676556,12062.5,-0.0008290155440414508,11980.0,0.009181969949916527,12041.666666666666,-0.0005536332179930292,0.005496617083204322,2021.06.22,위지윅스튜디오,299900,11800,427600000000
108264,15620.833333333334,-0.0013603627634035742,15070.0,0.0068015925680159255,13940.0,0.002152080344332855,15973.333333333334,0.004851836393989983,0.0031763362386483607,2021.06.22,데이드림엔터,348840,13550,11400000000
108444,17600.0,0.0,17600.0,0.0,17600.0,0.0,17600.0,0.0,0.0,2021.06.22,에이원알폼,234070,17600,62900000000
108624,2100.5,-0.000297548202808855,2143.25,0.00011664528169835531,2137.0,-0.0014038371548900327,2120.9166666666665,-0.0003143294958939995,-0.0009354754540686928,2021.06.22,케이비17호스팩,317030,2130,11600000000
108804,324.71666666666664,-0.004054817019966113,389.9,-0.0102590407796871,424.8,-0.020715630885122436,352.2,-0.006341094075336027,-0.016353818489798912,2021.06.22,에스제이켐,217910,448,5800000000
108984,37346.666666666664,-0.0019189575151730876,40420.0,-0.001855517070757051,42270.0,-0.0021291696238466998,38778.333333333336,-0.0011389521640092367,-0.001964906761811343,2021.06.22,나스미디어,089600,41900,394800000000
109164,1772.5416666666667,-0.003337956324487008,2124.75,-0.004824096952582657,2124.0,0.005178907721280603,1965.6666666666667,-0.004536204849923728,0.0017809523270991374,2021.06.22,서희건설,035890,2120,489500000000
109344,22115.833333333332,0.0011304118467161536,19815.0,-0.0012616704516780217,19690.0,0.0035551041137633316,20624.166666666668,0.0031516424906056807,0.002430168425006937,2021.06.22,센코,347000,19650,161700000000
109505,32102.5,0.0003763985151727162,31092.5,-0.005145935514995577,32360.0,-0.01946847960444994,31764.166666666668,-0.00036729018548158185,-0.013701607938681097,2021.06.22,엘앤씨바이오,290650,33400,720800000000
109685,22981.666666666668,-0.0024294727681486296,26570.0,-0.002540459164471208,27000.0,-0.0007407407407407407,25441.666666666668,-0.0018670160497870946,-0.001297748557761864,2021.06.22,원림,005820,26800,61400000000
109865,5403.708333333333,-0.0007710754188866092,5858.5,-0.007169070581206793,5962.0,0.0010063737001006373,5612.166666666667,-0.002880646215068506,-0.0011062896036271258,2021.06.22,모나미,005360,5920,110200000000
110045,21524.583333333332,0.0003290810894520959,21067.5,-0.0016613266880265813,21160.0,-0.0004725897920604915,21067.5,3.955539733390866e-05,-0.0006190391082386402,2021.06.22,세경하이테크,148150,21100,247200000000
110225,10949.5,-0.011621535229919175,16175.0,-0.03384853168469861,20680.0,-0.07011605415860735,12720.166666666666,-0.01893319007874625,-0.05481953730940508,2021.06.22,네이처셀,007390,24750,1598300000000
110405,4221.166666666667,-0.0017175346468195996,4921.0,-0.002438528754318228,4944.0,0.014563106796116505,4542.75,-0.003503751398748989,0.008542061794396205,2021.06.22,자이글,234920,4850,65200000000
110585,1848.5833333333333,-0.007347969165577203,2727.25,-0.008525071042258685,2810.0,0.009608540925266904,2360.1666666666665,-0.008685827272085306,0.0033045562074843597,2021.06.22,일성건설,013360,2755,148300000000
110765,3859.5,-0.0007988945027421906,2868.5,0.0013073034687118702,2816.0,0.00390625,3086.3333333333335,0.002241062749756944,0.002984684743580959,2021.06.22,루트락,253610,2785,21600000000
110886,2073.0416666666665,-0.00036178722891081947,2129.75,-0.00023476933912431035,2125.0,-0.00047058823529411766,2094.9166666666665,-0.0004773459564819603,-0.0004186601778597756,2021.06.22,케이비제18호스팩,323940,2120,16600000000
111245,2317.9166666666665,1.797591227767888e-05,2312.25,-0.0020542761379608605,2363.0,-0.012272534913245875,2309.3333333333335,-0.0019125288683604082,-0.008578357012424149,2021.06.22,비올,335890,2450,136800000000
111425,43200.416666666664,0.004986448818973695,37520.0,-0.001199360341151386,37340.0,-0.00241028387787895,37020.833333333336,-0.0016432189082724346,-0.0017215560387301536,2021.06.22,일양약품,007570,37650,710900000000
111605,7635.208333333333,-0.0028813883052743595,7324.0,0.001979792463134899,7122.0,0.007020499859590003,7684.0,0.00030366128752381963,0.004845580114849146,2021.06.22,팜스코,036580,7040,258900000000
111785,4380.458333333333,-0.00011414330692184038,4056.25,-0.002465331278890601,4071.0,-0.005158437730287398,4400.833333333333,0.001003597803446386,-0.0037513981654663828,2021.06.22,디에이피,066900,4100,93400000000
111965,2043.9166666666667,-0.0028743833326538098,2530.0,0.002075098814229249,2486.0,0.010458567980691875,2272.3333333333335,-0.003740648379052369,0.0066953049457576415,2021.06.22,한일사료,005860,2450,96500000000
112145,2219.1666666666665,-0.0029478032294404126,2486.75,-0.006635166381823665,2590.0,-0.002702702702702703,2346.1666666666665,-0.0049726504226752215,-0.003728445236861033,2021.06.22,SG,255220,2600,105900000000
112325,232808.33333333334,-0.0024519454486881614,252175.0,-0.002081887578070784,252900.0,-0.0019770660340055358,250558.33333333334,-0.0005986629859979379,-0.0018839340087519571,2021.06.22,한솔케미칼,014680,252500,2856500000000
112505,4190.291666666667,-0.0022671452862270923,4140.75,-0.001992392682485057,4169.0,0.004797313504437515,4299.083333333333,-0.0008916629514042986,0.002517251681935589,2021.06.22,오스테오닉,226400,4140,69100000000
112685,26285.833333333332,0.0008876771391434839,25065.0,-0.002194294833433074,25420.0,-0.0027537372147915028,25050.833333333332,0.0006985795549050265,-0.0021145463438534146,2021.06.22,에코마케팅,230360,25650,836300000000
112865,3439.4166666666665,-0.004603493809512184,4458.5,-0.012560278120444095,5649.0,0.040184103381129405,4059.9166666666665,-0.005911451384470125,0.022786291744722673,2021.06.22,디지틀조선,033130,4725,172000000000
113045,16755.833333333332,-0.00037300442631919237,16017.5,-0.0015607928827844546,16350.0,0.0061162079510703364,16105.0,0.0006209251785159888,0.0037068188881744673,2021.06.22,큐에스아이,066310,16150,132000000000
113225,26052.916666666668,0.0011834887328673546,22732.5,-0.0018695699989002528,23490.0,-0.017454235845040442,24455.0,0.0019764192734954863,-0.011462350935063422,2021.06.22,앱코,129890,24050,236500000000
113362,694.3416666666667,0.0004680692742524911,699.45,-0.005146901136607367,735.6,-0.011419249592169627,686.4166666666666,-0.0012140342357653381,-0.008549892422095641,2021.06.22,태양기계,116100,740,4600000000
113542,9210.0,0.0,9210.0,0.0,9210.0,0.0,9210.0,0.0,0.0,2021.06.22,명성티엔에스,257370,9210,59300000000
113722,8313.166666666666,0.005202590268449649,6948.0,-0.0025906735751295338,6970.0,-0.0005738880918220947,6903.333333333333,-0.0013761467889908258,-0.0007686471401868685,2021.06.22,유니테크노,241690,6960,164500000000
113902,4081.0,-0.001163930409213428,4239.25,-0.004422952173143834,4349.0,-0.0009197516670498966,4146.0,-0.0017486734201640135,-0.0017154928806882724,2021.06.22,세화피앤씨,252500,4320,89400000000
114082,10904.0,-0.0003821227684029769,9158.0,0.004422362961345272,8842.0,0.014928749151775616,11587.166666666666,0.0069473411676711306,0.01126378751927017,2021.06.22,비덴트,121800,8470,386900000000
114262,84021.66666666667,-0.00016860730367172972,87580.0,0.0010847225393925553,85660.0,0.002801774457156199,86151.66666666667,-0.0006190632798747523,0.001967761211858979,2021.06.22,일성신약,003120,85200,226400000000
114442,38246.666666666664,-0.004183371099877985,44717.5,-0.002292167495946777,45850.0,-0.010032715376226827,44240.833333333336,-0.0027689351843131343,-0.007465760567162006,2021.06.22,하나머티리얼즈,166090,45750,898100000000
114622,37600.416666666664,-0.011713079420662385,64585.0,-0.0022451033521715567,64620.0,-0.030331166821417517,52940.0,-0.012640095705830454,-0.022013942645971864,2021.06.22,포스코강판,058430,70200,417600000000
114802,960.6583333333333,0.0012404687757527942,927.6,-0.0016170763260025872,927.2,0.005176876617773894,934.7166666666667,0.0007667207531693205,0.0031802500504570855,2021.06.22,지엔코,065060,912,88700000000
114982,12360.25,0.0007079144839303412,12970.0,-0.008673862760215882,13390.0,0.00597460791635549,11846.333333333334,-0.0031655364529108864,0.00186756467249332,2021.06.22,옵티팜,153710,13250,195500000000
115162,198704.16666666666,-0.001992073643817135,221775.0,0.003043625295908015,212000.0,0.008490566037735849,212866.66666666666,3.914813654874586e-05,0.006031904115173923,2021.06.22,신세계인터내셔날,031430,207000,1470800000000
115342,22543.333333333332,0.002144018926512011,20962.5,-0.0031007751937984496,21210.0,-0.0004714757190004715,20981.666666666668,0.0008737786956866528,-0.0007320354402157305,2021.06.22,유비쿼스홀딩스,078070,21000,390800000000
115522,8532.916666666666,-0.0030274915767370034,9294.5,0.0,9216.0,-0.0010850694444444445,9144.333333333334,-0.0009113111945467801,-0.0009478008371804173,2021.06.22,흥국,010240,9230,114600000000
115702,74938.33333333333,-0.002068367324244379,87030.0,0.0015511892450879006,85000.0,0.0037647058823529413,83211.66666666667,-0.002063011997516432,0.00244757710658313,2021.06.22,미창석유공업,003650,84200,144900000000
115882,2108.0833333333335,-0.00029647784322251646,2169.25,0.0011524720525527255,2128.0,0.0009398496240601503,2139.9166666666665,-0.0002725962849019184,0.0007993131454983251,2021.06.22,미래에셋대우스팩3호,328380,2115,13700000000
116062,4549.75,0.000979907320915002,4114.25,-0.004010451479613538,4230.0,-0.008274231678486997,4082.1666666666665,-0.0008165598334217198,-0.0062130015042356785,2021.06.22,범양건영,002410,4265,105500000000
116242,159083.33333333334,-0.0015976951283395665,178375.0,-0.0016818500350385423,179900.0,-0.010005558643690939,169050.0,-0.003992901508429458,-0.007319158032666743,2021.06.22,대한제분,001130,185000,312600000000
116422,1253.5833333333333,-0.0015289503423518036,1392.25,0.0019752199676782187,1383.0,0.0,1318.0,-0.001833586241780533,0.00013523785224000027,2021.06.22,에쎈테크,043340,1375,98600000000
116602,7148.833333333333,-0.002774345464294831,7574.0,-0.004687087404277792,7924.0,-0.0027763755678950025,7496.666666666667,-0.0008003557136505113,-0.002960814444567103,2021.06.22,덱스터,206560,8070,206800000000
116782,5143.375,-0.020973582521204463,14155.0,-0.008124337689862239,14740.0,-0.007462686567164179,8319.75,-0.025120947143844465,-0.010036387647073835,2021.06.22,덴티스,261200,14750,217700000000
116962,20132.083333333332,0.000869259266924685,18852.5,-0.0022543429253414665,19120.0,-0.0041841004184100415,19010.0,0.0001315097317201473,-0.0031139199205165715,2021.06.22,JW생명과학,234080,19150,302400000000
117142,38960.833333333336,-0.000802087566573268,33485.0,0.001045244139166791,33680.0,0.017517814726840854,37556.666666666664,0.007144759030797971,0.01226999992503105,2021.06.22,에이스토리,241840,33050,317900000000
117322,6335.75,-0.00295939707216983,7469.5,-0.005957560747037955,7684.0,-0.0002602811035918792,7247.0,-0.0020238259509682585,-0.0017110473154476299,2021.06.22,보광산업,225530,7830,284900000000
117860,41724.583333333336,0.0018074875922467187,35850.0,0.000697350069735007,35810.0,0.0027925160569673277,38665.0,0.0022630285788180523,0.0022712826884699056,2021.06.22,이엔에프테크놀로지,102710,35250,500800000000
118040,69036.66666666667,-0.002673699966201676,65565.0,0.0015252039960344697,65160.0,0.011663597298956415,66095.0,-0.00032781097914625186,0.007719912947303854,2021.06.22,인텔리안테크,189300,64500,484700000000
118220,50338.333333333336,-0.0009022282554714071,49645.0,0.001561083694229026,49000.0,0.0012244897959183673,52075.0,0.0012962073931829094,0.0011926444327374647,2021.06.22,원익IPS,240810,48550,2383000000000
118400,17810.166666666668,0.0036729957608480682,11162.5,-0.013213885778275475,12330.0,-0.0332522303325223,11862.833333333334,0.018194079548168547,-0.022253669128935335,2021.06.22,비피도,238200,13150,106700000000
118580,6520.333333333333,-0.0020065436327385664,7593.0,-0.007111813512445673,7720.0,0.0007772020725388601,7324.666666666667,-0.0036634204059343687,-0.0013838505775692408,2021.06.22,대림비앤코,005750,7720,129400000000
118760,7456.833333333333,-0.0003687892537046557,7141.5,-0.0016803192606595252,7224.0,0.004706533776301218,7222.666666666667,0.0004153590548273952,0.0027462795452613937,2021.06.22,유니트론텍,142210,7130,85100000000
118940,2591.5416666666665,-0.00011254562117138065,2623.5,-0.004002287021154946,2710.0,-0.0014760147601476014,2626.4166666666665,-0.0016499032268298495,-0.0019304846020684844,2021.06.22,서원,021050,2745,130100000000
119299,37056.666666666664,0.0033507241162185355,31902.5,-0.0033696418775958,31300.0,0.004792332268370607,32428.333333333332,0.0016189546178753149,0.0027705192665201926,2021.06.22,천랩,311690,30900,121400000000
119479,49492.083333333336,0.0013470167787777015,49022.5,-0.005405681064817176,46230.0,0.025524551157257193,44948.333333333336,-0.0005561941488375542,0.015521553463308871,2021.06.22,씨이랩,189330,43000,130100000000
119659,37339.583333333336,0.001249790771634148,32682.5,0.008414288992580126,32190.0,0.0,35201.666666666664,0.00035509682306708964,0.0017808570194044417,2021.06.22,미래컴퍼니,049950,32150,268800000000
119839,19370.833333333332,-0.0021510002150998964,23022.5,-0.007058312520360517,23120.0,-0.004757785467128028,22045.0,-0.00446057307023507,-0.005057830375483823,2021.06.22,랩지노믹스,084650,23450,267400000000
120198,2985.375,-0.00531758991751455,4147.0,-0.01597540390643839,4469.0,0.008055493398970687,3240.0,-0.007638888888888889,0.0010112215432786515,2021.06.22,티웨이항공,091810,4305,467800000000
120378,6984.916666666667,-0.000357914076760639,7191.0,-0.004658601029064108,7370.0,0.007598371777476255,6903.666666666667,-0.0016174979479504083,0.003827575950913671,2021.06.22,에이팩트,200470,7250,128700000000
120558,6633.583333333333,-0.0016079795987587494,7768.5,0.004183561820171204,7206.0,0.004440743824590619,7621.833333333333,-0.002077365463252459,0.0034350603237549605,2021.06.22,유수홀딩스,000700,7130,184900000000
120738,19738.75,0.0006543811875963716,20052.5,-0.002742800149607281,20600.0,0.0048543689320388345,19644.166666666668,-0.0014423280872185513,0.0024952660265617492,2021.06.22,쎌바이오텍,049960,20600,191800000000
120918,7239.416666666667,-0.001404348877096493,7513.5,-0.002129500232914088,7592.0,0.001053740779768177,7441.0,-0.0008063432334363661,0.00010817969306803618,2021.06.22,에스피시스템스,317830,7570,62200000000
121098,13029.833333333334,-0.005026925389171005,16740.0,0.0002986857825567503,16190.0,0.0030883261272390363,15515.833333333334,-0.004081851871743957,0.001407617682583778,2021.06.22,삼목에스폼,018310,16200,238900000000
121457,12523.25,0.002887961724525667,9403.5,-0.0035093316318392086,9336.0,0.0006426735218508997,9696.5,0.002131353237422375,7.340487280376389e-05,2021.06.22,씨티케이코스메틱스,260930,9360,178700000000
121637,11440.916666666666,-0.003889548477321893,14960.0,-0.006016042780748663,14810.0,0.012153950033760972,12899.833333333334,-0.005361826380185885,0.0059661989039102165,2021.06.22,호전실업,111110,14600,116800000000
121817,5014.958333333333,0.001969109081996361,4660.75,0.0004291154857050904,4601.0,0.002825472723321017,4751.333333333333,0.0007892521397502456,0.002099761035374522,2021.06.22,JW홀딩스,096760,4605,314800000000
121997,1017.5166666666667,0.007059671422253585,743.0,0.0,743.0,0.0,743.0,0.0,0.0003529835711126793,2021.06.22,맥스로텍,141070,743,26700000000
122177,9833.25,0.002474597242349573,8222.5,-0.003101246579507449,8242.0,0.000485319097306479,8602.666666666666,0.001918009919404836,1.0738951405683773e-05,2021.06.22,옵트론텍,082210,8180,193200000000
122357,28452.916666666668,-0.005828342144185655,42165.0,0.009901577137436262,38500.0,-0.004675324675324675,36534.166666666664,-0.008804543691977763,-0.0022305170878808454,2021.06.22,유바이오로직스,206650,38700,1352300000000
122537,31499.166666666668,-0.00398158681446603,39022.5,-0.005125248254212313,40770.0,0.003188619082658818,34798.333333333336,-0.005292399061257862,0.00031923350603668124,2021.06.22,디티알오토모티브,007340,41250,412300000000
122717,2121.2916666666665,-0.00453732985013062,2831.0,-0.006534793359237019,2793.0,-0.0021482277121374865,2498.0833333333335,-0.00583780898689001,-0.0035139540759323022,2021.06.22,한신기계공업,011700,2755,89100000000
122897,3641.125,-0.0021971231418860928,3754.0,-0.003129994672349494,3815.0,0.005504587155963303,3672.8333333333335,4.5378227526391545e-05,0.002846664382564583,2021.06.22,아진산업,013310,3800,148800000000
123077,304.68333333333334,-0.00990099009900985,543.0,0.0,543.0,0.0,428.3666666666667,-0.014084507042253582,-0.001903500209175851,2021.06.22,에이아이비트,039230,543,20000000000
123257,7676.0,-0.004972207747090538,9743.0,-0.00892948783742174,10180.0,-0.0068762278978389,8585.166666666666,-0.005940478732697871,-0.007098103961703947,2021.06.22,SNT중공업,003570,10500,349200000000
123437,2525.0,0.0,2525.0,0.0,2525.0,0.0,2525.0,0.0,0.0,2021.06.22,내츄럴엔도텍,168330,2525,69600000000
123617,63316.25,-0.002487513079185833,67350.0,-0.005493689680772086,68620.0,-0.0020402215097639173,63023.333333333336,-0.001983392394351298,-0.002747596810895385,2021.06.22,SNT모티브,064960,68500,14600000000
123797,17807.916666666668,-0.0036968576709798034,22275.0,-0.012121212121212121,23950.0,-0.00918580375782881,19589.166666666668,-0.005402646020334492,-0.009120122352413591,2021.06.22,SNT에너지,100840,23750,178300000000
123977,2815.2083333333335,-0.009738770073262891,4207.0,-0.02596862372236748,5066.0,-0.03829451243584682,3478.9166666666665,-0.013102737921287671,-0.031882370123565845,2021.06.22,보성파워텍,006910,5240,250100000000
