종목명,분기,기업코드,유동자산,부채총계,청산가치
펌텍코리아,2021년 1분기 보고서,00761059,108171953060,43239304666,64932648394
동구바이오제약,2021년 1분기 보고서,00114686,68269636153,47564735828,20704900325
동원시스템즈,2021년 1분기 보고서,00132637,197329369152,457264490765,-259935121613
케이아이엔엑스,2021년 1분기 보고서,00603348,75765443650,26987098084,48778345566
우진,2021년 1분기 보고서,00173944,42672631054,55038247192,-12365616138
파인테크닉스,2021년 1분기 보고서,00755739,49055774542,48137625102,918149440
지역난방공사,2021년 1분기 보고서,00159698,659423179601,4343419037925,-3683995858324
엠에스씨,2021년 1분기 보고서,00121154,69932046788,63780819385,6151227403
에이리츠,2021년 1분기 보고서,00860730,45621718045,23338655717,22283062328
엔피디,2021년 1분기 보고서,00876643,67232451175,42523209393,24709241782
이더블유케이,2021년 1분기 보고서,00961507,20485789436,56899637181,-36413847745
나이스디앤비,2021년 1분기 보고서,00606293,43451571074,14985036736,28466534338
우신시스템,2021년 1분기 보고서,00142883,99676915931,97012743899,2664172032
알엔투테크놀로지,2021년 1분기 보고서,00915508,46303745394,35695287445,10608457949
보라티알,2021년 1분기 보고서,01124680,55498212107,29031832520,26466379587
한국큐빅,2021년 1분기 보고서,00160010,40421793620,6143880240,34277913380
애경유화,2021년 1분기 보고서,00936787,298518479371,123330500862,175187978509
NE능률,2021년 1분기 보고서,00363927,77308088169,26318138273,50989949896
애니플러스,2021년 1분기 보고서,01335578,21383846436,14836136853,6547709583
네오셈,2021년 1분기 보고서,01170865,57948569647,37259122499,20689447148
엔젠바이오,2021년 1분기 보고서,01397903,40288654835,7985366455,32303288380
KMH하이텍,2021년 1분기 보고서,00276834,43475069129,38004588642,5470480487
푸드나무,2021년 1분기 보고서,01259311,53573744033,16072049940,37501694093
세아특수강,2021년 1분기 보고서,00133991,263840942445,137441078758,126399863687
제이엔케이히터,2021년 1분기 보고서,00442154,126421558488,87819567002,38601991486
티비에이치글로벌,2021년 1분기 보고서,00409672,67115404866,57004364491,10111040375
YW,2021년 1분기 보고서,00296263,72492840909,42476952303,30015888606
린드먼아시아,2021년 1분기 보고서,00616962,52190676086,23767123924,28423552162
이엠넷,2021년 1분기 보고서,00616290,55861859825,26027203549,29834656276
이원컴포텍,2021년 1분기 보고서,00409140,20079757501,31693561848,-11613804347
알에프텍,2021년 1분기 보고서,00309831,93102238597,57249239688,35852998909
자이에스앤디,2021년 1분기 보고서,00367844,224921490136,263434706873,-38513216737
엔케이맥스,2021년 1분기 보고서,00977650,35904746661,67294298150,-31389551489
와이즈버즈,2021년 1분기 보고서,01236532,54747837942,23822837983,30924999959
사조오양,2021년 1분기 보고서,00141875,130286789543,130940751541,-653961998
넥스트아이,2021년 1분기 보고서,00614593,56208516086,36528112464,19680403622
대웅,2021년 1분기 보고서,00111810,360001484099,29070990000,330930494099
경보제약,2021년 1분기 보고서,00101664,132931232083,94845028199,38086203884
셀트리온제약,2021년 1분기 보고서,00541349,257161732226,270144580388,-12982848162
우양,2021년 1분기 보고서,00486875,43527075903,85654560233,-42127484330
까뮤이앤씨,2021년 1분기 보고서,00129420,54300157729,86045523109,-31745365380
한샘,2021년 1분기 보고서,00161693,1083399632814,706273406692,377126226122
유틸렉스,2021년 1분기 보고서,01110678,38868185013,7899058000,30969127013
캠시스,2021년 1분기 보고서,00330044,112990984233,147478800706,-34487816473
위닉스,2021년 1분기 보고서,00293886,157751934118,150002022254,7749911864
SG세계물산,2021년 1분기 보고서,00133511,145815732854,77078926407,68736806447
가비아,2021년 1분기 보고서,00506294,21976322400,38816350424,-16840028024
파이오링크,2021년 1분기 보고서,00492353,51869261606,18211872928,33657388678
JW중외제약,2021년 1분기 보고서,00149947,327710776095,317295776037,10415000058
정산애강,2021년 1분기 보고서,00140061,60859687953,12037367445,48822320508
디에스케이,2021년 1분기 보고서,00530121,69963460239,47140803791,22822656448
대유에이피,2021년 1분기 보고서,01182578,65143440494,112663061246,-47519620752
AK홀딩스,2021년 1분기 보고서,00125080,28796557345,161844420677,-133047863332
대아티아이,2021년 1분기 보고서,00318316,98992891517,61190163961,37802727556
로체시스템즈,2021년 1분기 보고서,00363486,48688051943,47927261363,760790580
엠에프엠코리아,2021년 1분기 보고서,01384477,51284587839,38344979032,12939608807
백광산업,2021년 1분기 보고서,00122472,45934616528,140699107975,-94764491447
디스플레이텍,2021년 1분기 보고서,00371740,81669809033,33334646699,48335162334
영림원소프트랩,2021년 1분기 보고서,00532129,33873089822,19054270884,14818818938
와이지엔터테인먼트,2021년 1분기 보고서,00613318,175146499095,63866017536,111280481559
한국비엔씨,2021년 1분기 보고서,01179617,13994929162,34006093621,-20011164459
서남,2021년 1분기 보고서,00867973,7506740174,4184339554,3322400620
팅크웨어,2021년 1분기 보고서,00438036,129116825428,62883065088,66233760340
휠라홀딩스,2021년 1분기 보고서,00195229,627659287636,283014446804,344644840832
그린케미칼,2021년 1분기 보고서,00454946,86914475073,65856567062,21057908011
디씨엠,2021년 1분기 보고서,00177199,131657671545,49005111971,82652559574
일신방직,2021년 1분기 보고서,00146269,254374822313,103127622507,151247199806
우림기계,2021년 1분기 보고서,00567222,45171089666,15424330727,29746758939
대현,2021년 1분기 보고서,00113614,140971160924,46844984600,94126176324
슈피겐코리아,2021년 1분기 보고서,00917861,150936312213,40301902108,110634410105
대한과학,2021년 1분기 보고서,00608316,19586359885,8056108459,11530251426
엠씨넥스,2021년 1분기 보고서,00564562,330693794589,179189881205,151503913384
웹스,2021년 1분기 보고서,00864338,26734257783,27771666193,-1037408410
씨에스윈드,2021년 1분기 보고서,00670340,654420422058,138403132413,516017289645
윌비스,2021년 1분기 보고서,00104999,129011189531,137911460137,-8900270606
디티앤씨,2021년 1분기 보고서,00675594,24315310186,65782448181,-41467137995
메드팩토,2021년 1분기 보고서,01336373,146194504350,98811901726,47382602624
디알텍,2021년 1분기 보고서,01062867,52718823179,53652341510,-933518331
KC코트렐,2021년 1분기 보고서,00797364,160882942816,234782176124,-73899233308
엠케이전자,2021년 1분기 보고서,00121686,162046762590,217751116486,-55704353896
태경비케이,2021년 1분기 보고서,00122481,52945357837,71171999776,-18226641939
머큐리,2021년 1분기 보고서,00364740,77780557629,37905940289,39874617340
한국기업평가,2021년 1분기 보고서,00156956,56527520886,34979326257,21548194629
세하,2021년 1분기 보고서,00133706,58267573236,100203405610,-41935832374
케이디켐,2021년 1분기 보고서,00370918,58578554838,20023739382,38554815456
일진홀딩스,2021년 1분기 보고서,00146649,12995793879,27240291173,-14244497294
오킨스전자,2021년 1분기 보고서,00543107,20952895354,29865967485,-8913072131
키이스트,2021년 1분기 보고서,00353762,38840622947,24918423720,13922199227
에코캡,2021년 1분기 보고서,00870481,60186549794,46096660551,14089889243
엘컴텍,2021년 1분기 보고서,00242712,11756899629,7382232893,4374666736
디지털대성,2021년 1분기 보고서,00398808,41765389225,73208706581,-31443317356
한국콜마홀딩스,2021년 1분기 보고서,00203290,57835474401,189104483878,-131269009477
메타바이오메드,2021년 1분기 보고서,00317681,50137427341,53040380498,-2902953157
태웅로직스,2021년 1분기 보고서,00562245,121292204677,90116795113,31175409564
성보화학,2021년 1분기 보고서,00132725,92178008258,31676756581,60501251677
엘아이에스,2021년 1분기 보고서,00670085,63566191799,159287593584,-95721401785
아비코전자,2021년 1분기 보고서,00138598,81114333651,16579194473,64535139178
와이엠티,2021년 1분기 보고서,00602172,71828542808,74470770855,-2642228047
이노테라피,2021년 1분기 보고서,01110182,16571835260,2522092000,14049743260
사조씨푸드,2021년 1분기 보고서,00124780,83937953291,99883505674,-15945552383
넷마블,2021년 1분기 보고서,00904672,878431236946,1748575286576,-870144049630
코아시아옵틱스,2021년 1분기 보고서,01031502,42542248488,21558260535,20983987953
뷰노,2021년 1분기 보고서,01344202,40189621032,6997603301,33192017731
푸드웰,2021년 1분기 보고서,00165103,43463698155,27666849286,15796848869
브리지텍,2021년 1분기 보고서,00359076,21275953152,8831933204,12444019948
하츠,2021년 1분기 보고서,00221728,75712723708,18281852329,57430871379
한국카본,2021년 1분기 보고서,00159795,251181162468,96008749147,155172413321
바이넥스,2021년 1분기 보고서,00216027,102890886182,89322125779,13568760403
동방,2021년 1분기 보고서,00115287,140778583784,407807970693,-267029386909
벽산,2021년 1분기 보고서,00122898,106119013730,138835548200,-32716534470
큐로,2021년 1분기 보고서,00108746,114228515223,81091586043,33136929180
인성정보,2021년 1분기 보고서,00229021,44574385375,29671013940,14903371435
쎄미시스코,2021년 1분기 보고서,00763358,14631133782,13253157447,1377976335
신일전자,2021년 1분기 보고서,00173698,65182138147,29225412729,35956725418
GKL,2021년 1분기 보고서,00557508,295007963781,214391589481,80616374300
제룡산업,2021년 1분기 보고서,00899556,57869770417,6120943404,51748827013
성창오토텍,2021년 1분기 보고서,00486370,54906878108,47371813500,7535064608
위지윅스튜디오,2021년 1분기 보고서,01276327,11202827044,24300107547,-13097280503
나스미디어,2021년 1분기 보고서,00486097,261732191295,172731525702,89000665593
서희건설,2021년 1분기 보고서,00219848,822642744042,503681198200,318961545842
센코,2021년 1분기 보고서,01023318,23788210412,6942549912,16845660500
엘앤씨바이오,2021년 1분기 보고서,01181515,40672147988,18704381399,21967766589
원림,2021년 1분기 보고서,00143794,37653955272,27025784245,10628171027
모나미,2021년 1분기 보고서,00121288,40844800789,96507752298,-55662951509
세경하이테크,2021년 1분기 보고서,00913689,47269316112,126169941663,-78900625551
네이처셀,2021년 1분기 보고서,00117276,55365253242,25327612689,30037640553
자이글,2021년 1분기 보고서,01020524,21527353492,11122376683,10404976809
일성건설,2021년 1분기 보고서,00146232,174166277827,262164542763,-87998264936
비올,2021년 1분기 보고서,01406618,23853404793,7288543281,16564861512
일양약품,2021년 1분기 보고서,00146454,360931205336,3564134488,357367070848
팜스코,2021년 1분기 보고서,00260408,366800902748,493274729850,-126473827102
디에이피,2021년 1분기 보고서,00303192,82844592499,125075145890,-42230553391
한일사료,2021년 1분기 보고서,00162911,35456456267,24290207497,11166248770
SG,2021년 1분기 보고서,00963976,102942485629,149136411372,-46193925743
한솔케미칼,2021년 1분기 보고서,00140955,328114162696,395397382268,-67283219572
오스테오닉,2021년 1분기 보고서,01082348,41579405974,29321154391,12258251583
에코마케팅,2021년 1분기 보고서,01029394,120889320773,34347352076,86541968697
디지틀조선,2021년 1분기 보고서,00231442,50908330437,6816382749,44091947688
큐에스아이,2021년 1분기 보고서,00411446,28252343037,21836029487,6416313550
앱코,2021년 1분기 보고서,01207716,106627796596,50162268122,56465528474
명성티엔에스,2021년 1분기 보고서,01144569,32322549006,33672884254,-1350335248
유니테크노,2021년 1분기 보고서,00531865,45482820607,50079003295,-4596182688
세화피앤씨,2021년 1분기 보고서,01169267,24618768600,5933683275,18685085325
비덴트,2021년 1분기 보고서,00693651,66017504171,138060122696,-72042618525
일성신약,2021년 1분기 보고서,00146214,272764703459,26307937034,246456766425
하나머티리얼즈,2021년 1분기 보고서,00660750,110039506934,166274332275,-56234825341
포스코강판,2021년 1분기 보고서,00155258,297777984328,237513328932,60264655396
지엔코,2021년 1분기 보고서,00258102,42569323296,83454350932,-40885027636
옵티팜,2021년 1분기 보고서,00971726,25156085316,8327484014,16828601302
신세계인터내셔날,2021년 1분기 보고서,00234412,388089924072,477183748457,-89093824385
유비쿼스홀딩스,2021년 1분기 보고서,00411385,12167944976,6515230910,5652714066
흥국,2021년 1분기 보고서,00167031,42703452102,22979156330,19724295772
미창석유공업,2021년 1분기 보고서,00122056,239051138905,48892565763,190158573142
범양건영,2021년 1분기 보고서,00122694,65108112652,40435274665,24672837987
대한제분,2021년 1분기 보고서,00113243,244923230691,92496818829,152426411862
에쎈테크,2021년 1분기 보고서,00203209,29499463008,41939347567,-12439884559
덱스터,2021년 1분기 보고서,01021949,27506564385,12674068000,14832496385
덴티스,2021년 1분기 보고서,01187494,51318388946,58551108336,-7232719390
JW생명과학,2021년 1분기 보고서,00225706,52040189813,88762134064,-36721944251
에이스토리,2021년 1분기 보고서,00975290,49413204657,20558018468,28855186189
보광산업,2021년 1분기 보고서,00568461,53289716410,59501564472,-6211848062
이엔에프테크놀로지,2021년 1분기 보고서,00530185,126673001449,102877609171,23795392278
인텔리안테크,2021년 1분기 보고서,00664181,83033896069,78977233470,4056662599
원익IPS,2021년 1분기 보고서,01135941,785148224223,569208216712,215940007511
비피도,2021년 1분기 보고서,01109070,42308932587,3161656941,39147275646
대림비앤코,2021년 1분기 보고서,00109754,126971880170,172561703852,-45589823682
유니트론텍,2021년 1분기 보고서,00879020,80725479933,63210690464,17514789469
서원,2021년 1분기 보고서,00131197,80694915497,115372214895,-34677299398
천랩,2021년 1분기 보고서,01071041,36710413265,39455319190,-2744905925
씨이랩,2021년 1분기 보고서,00991298,25154610220,3246991208,21907619012
미래컴퍼니,2021년 1분기 보고서,00447760,77735695768,40240795916,37494899852
랩지노믹스,2021년 1분기 보고서,00545114,89989237105,34537432695,55451804410
티웨이항공,2021년 1분기 보고서,00671376,93957268700,613364577273,-519407308573
에이팩트,2021년 1분기 보고서,00667425,19779573035,59151867481,-39372294446
유수홀딩스,2021년 1분기 보고서,00163691,196650993052,65104530000,131546463052
쎌바이오텍,2021년 1분기 보고서,00357430,63851914464,3563272742,60288641722
에스피시스템스,2021년 1분기 보고서,00624749,25949379523,18862368182,7087011341
삼목에스폼,2021년 1분기 보고서,00125646,162212283892,53458842836,108753441056
씨티케이코스메틱스,2021년 1분기 보고서,01144028,98655532807,25195957896,73459574911
호전실업,2021년 1분기 보고서,00226316,153959892215,106835169735,47124722480
JW홀딩스,2021년 1분기 보고서,00632304,55830840832,197296149377,-141465308545
맥스로텍,2021년 1분기 보고서,00678096,6022306979,37700507831,-31678200852
옵트론텍,2021년 1분기 보고서,00327396,86528323074,140509967513,-53981644439
유바이오로직스,2021년 1분기 보고서,00927558,66294862952,58684951959,7609910993
디티알오토모티브,2021년 1분기 보고서,00116949,81151436524,43003489560,38147946964
한신기계공업,2021년 1분기 보고서,00162072,60843290278,10215595826,50627694452
아진산업,2021년 1분기 보고서,00139083,152792784686,228821885258,-76029100572
에이아이비트,2021년 1분기 보고서,00295370,21265647167,9792389489,11473257678
SNT중공업,2021년 1분기 보고서,00134477,441811187894,238930966874,202880221020
내츄럴엔도텍,2021년 1분기 보고서,00923792,51270881820,-27632155417,78903037237
SNT모티브,2021년 1분기 보고서,00398792,651118251794,365537575143,285580676651
SNT에너지,2021년 1분기 보고서,00648721,197168831493,88522321413,108646510080
보성파워텍,2021년 1분기 보고서,00267881,60524949787,30315653382,30209296405
한진,2021년 1분기 보고서,00163512,559406236914,1386949744292,-827543507378
싸이토젠,2021년 1분기 보고서,01046391,21379633030,10200279761,11179353269
진로발효,2021년 1분기 보고서,00170877,58230351931,19721585767,38508766164
모두투어리츠,2021년 1분기 보고서,01035289,5298964439,65540712160,-60241747721
동부건설,2021년 1분기 보고서,00115612,348154183826,343130954285,5023229541
이엔코퍼레이션,2021년 1분기 보고서,00389998,95345545298,8979909500,86365635798
알리코제약,2021년 1분기 보고서,00447007,64891581012,31760323495,33131257517
한신공영,2021년 1분기 보고서,00162063,975404088122,1106392036430,-130987948308
석경에이티,2021년 1분기 보고서,00921916,15717197584,5835818071,9881379513
릭스솔루션,2021년 1분기 보고서,00186452,25138072421,25587719077,-449646656
대성에너지,2021년 1분기 보고서,00787376,197273176188,376063455164,-178790278976
코오롱인더,2021년 1분기 보고서,00795135,1250077480338,1927928840244,-677851359906
현우산업,2021년 1분기 보고서,00367455,84030497302,106328235337,-22297738035
라온시큐어,2021년 1분기 보고서,00255433,25169444800,10715025116,14454419684
이노메트리,2021년 1분기 보고서,01258710,41542898316,9390006602,32152891714
제이티,2021년 1분기 보고서,00365457,42582496021,27591135168,14991360853
미투온,2021년 1분기 보고서,00965813,12281681389,35854992098,-23573310709
스튜디오드래곤,2021년 1분기 보고서,01168684,208197568558,121810343767,86387224791
서연탑메탈,2021년 1분기 보고서,00153278,78609409393,61849973816,16759435577
까스텔바작,2021년 1분기 보고서,01181807,107897715815,26236168115,81661547700
빅솔론,2021년 1분기 보고서,00478900,101841025506,17696604699,84144420807
롯데제과,2021년 1분기 보고서,01258507,506595534874,1074536092298,-567940557424
제이씨케미칼,2021년 1분기 보고서,00664853,81196421540,133527164083,-52330742543
고려시멘트,2021년 1분기 보고서,01032583,36265296349,21680289132,14585007217
슈프리마,2021년 1분기 보고서,01124653,77890569804,7727851589,70162718215
제노코,2021년 1분기 보고서,01014718,37573375849,15700635087,21872740762
라이트론,2021년 1분기 보고서,00367482,39098842346,18403208938,20695633408
우리바이오,2021년 1분기 보고서,00369107,56912541290,24635484907,32277056383
해태제과식품,2021년 1분기 보고서,00428321,141554000339,343999606917,-202445606578
비나텍,2021년 1분기 보고서,00563518,42913093076,47867664338,-4954571262
오상자이엘,2021년 1분기 보고서,00226547,35385904941,32362500373,3023404568
알티캐스트,2021년 1분기 보고서,00364254,91103027754,69739090933,21363936821
신풍제지,2021년 1분기 보고서,00137368,53292194389,3552055152,49740139237
대원미디어,2021년 1분기 보고서,00351807,28210278687,25856663088,2353615599
쇼박스,2021년 1분기 보고서,00303794,45508666178,66519636032,-21010969854
디와이파워,2021년 1분기 보고서,01059605,108585201867,51409263077,57175938790
나이벡,2021년 1분기 보고서,00767628,32009951500,21550415498,10459536002
이스트소프트,2021년 1분기 보고서,00273420,21660304281,47758580908,-26098276627
DMS,2021년 1분기 보고서,00361594,207681511133,156676650736,51004860397
아바텍,2021년 1분기 보고서,00442048,43200817360,11494648377,31706168983
사조동아원,2021년 1분기 보고서,00137252,165527373166,252144078402,-86616705236
제일약품,2021년 1분기 보고서,01236897,282047723719,243242997459,38804726260
현대건설기계,2021년 1분기 보고서,01205842,1174731083000,1146044267000,28686816000
하림,2021년 1분기 보고서,00857727,241926364806,452972602452,-211046237646
라이프시맨틱스,2021년 1분기 보고서,01336762,16929070686,6814258321,10114812365
보해양조,2021년 1분기 보고서,00123541,49999079855,65874831857,-15875752002
에스엔유,2021년 1분기 보고서,00455981,102593587578,38794024734,63799562844
후성,2021년 1분기 보고서,00595191,103618243485,178871630819,-75253387334
에이플러스에셋,2021년 1분기 보고서,00684802,74479993526,71335486098,3144507428
게임빌,2021년 1분기 보고서,00535746,199114214451,3297596000,195816618451
에스디시스템,2021년 1분기 보고서,00604815,5223769857,3352972165,1870797692
우리이앤엘,2021년 1분기 보고서,00815095,97181661511,62291738389,34889923122
듀오백,2021년 1분기 보고서,00407771,15049088001,5974543974,9074544027
대한약품,2021년 1분기 보고서,00113128,125781343466,71775832583,54005510883
효성중공업,2021년 1분기 보고서,01316245,1932475833558,46622740000,1885853093558
SIMPAC,2021년 1분기 보고서,00138260,327804217099,288847767574,38956449525
경농,2021년 1분기 보고서,00101433,151607991811,10845875000,140762116811
남선알미늄,2021년 1분기 보고서,00107224,127821009733,109008662671,18812347062
농우바이오,2021년 1분기 보고서,00176835,131192625704,48351925774,82840699930
KR모터스,2021년 1분기 보고서,00112378,82379790388,48068684000,34311106388
태웅,2021년 1분기 보고서,00186799,364491534662,348888729954,15602804708
아이에스동서,2021년 1분기 보고서,00115977,2228261629426,2194201677776,34059951650
두산,2021년 1분기 보고서,00117212,1624859841224,2564823251633,-939963410409
SGC에너지,2021년 1분기 보고서,00125150,161961073828,1083897283636,-921936209808
케이엘넷,2021년 1분기 보고서,00246620,19586781541,10249009378,9337772163
삼영전자공업,2021년 1분기 보고서,00127200,300976853757,28686928966,272289924791
씨씨에스,2021년 1분기 보고서,00249441,13753965388,6638808764,7115156624
SH에너지화학,2021년 1분기 보고서,00136457,66757935606,27013165083,39744770523
CJ ENM,2021년 1분기 보고서,00265324,989466574287,1642708301088,-653241726801
SK가스,2021년 1분기 보고서,00144164,1982420878114,2751222063684,-768801185570
한솔로지스틱스,2021년 1분기 보고서,00140946,78120002516,111654413877,-33534411361
AP위성,2021년 1분기 보고서,00874803,102024588861,33201009933,68823578928
서호전기,2021년 1분기 보고서,00220622,47586579197,34225170896,13361408301
싸이맥스,2021년 1분기 보고서,00659161,126128800568,68893020103,57235780465
펩트론,2021년 1분기 보고서,00415868,67573584114,40592266386,26981317728
세우글로벌,2021년 1분기 보고서,00134176,39349135209,1732980123,37616155086
삼양통상,2021년 1분기 보고서,00127042,327015130705,50975534305,276039596400
아이엘사이언스,2021년 1분기 보고서,01326279,15517756271,32476794689,-16959038418
하나머스트7호스팩,2021년 1분기 보고서,01513404,8421928579000,746025844000,7675902735000
모베이스,2021년 1분기 보고서,00498001,67237899024,42025934384,25211964640
우리산업,2021년 1분기 보고서,01077577,85809519630,4566081500,81243438130
인터플렉스,2021년 1분기 보고서,00369170,129261119670,159735850552,-30474730882
서린바이오,2021년 1분기 보고서,00373447,40012389439,16053540928,23958848511
뉴프렉스,2021년 1분기 보고서,00493510,52229579693,68453137721,-16223558028
예스티,2021년 1분기 보고서,00530556,34811861051,62691287277,-27879426226
앤씨앤,2021년 1분기 보고서,00537337,52973332185,50684819078,2288513107
제넥신,2021년 1분기 보고서,00545929,45435503377,57716595085,-12281091708
갤럭시아머니트리,2021년 1분기 보고서,00587457,201566805523,156386430341,45180375182
디바이스이엔지,2021년 1분기 보고서,00624509,132224672982,53815709183,78408963799
씨유메디칼,2021년 1분기 보고서,00681249,38672517635,30350178157,8322339478
야스,2021년 1분기 보고서,00875307,91431122642,33903923406,57527199236
드림시큐리티,2021년 1분기 보고서,01038693,12265384897,17146896865,-4881511968
디딤,2021년 1분기 보고서,01068658,17421011866,73731383991,-56310372125
유에스티,2021년 1분기 보고서,01196313,41880579230,11973322057,29907257173
이상네트웍스,2021년 1분기 보고서,00454399,29567438956,27101306188,2466132768
유티아이,2021년 1분기 보고서,00961774,54382855316,23103750229,31279105087
모비스,2021년 1분기 보고서,01165155,6433310285,6571237085,-137926800
오리온홀딩스,2021년 1분기 보고서,00117577,15779045017,78252117141,-62473072124
CS,2021년 1분기 보고서,00303703,20483255438,4762905025,15720350413
삼진엘앤디,2021년 1분기 보고서,00239514,67017552976,53269125633,13748427343
더존비즈온,2021년 1분기 보고서,00172291,126844080085,416303003910,-289458923825
유니온커뮤니티,2021년 1분기 보고서,00408266,40961763323,23658312297,17303451026
에스에프에이,2021년 1분기 보고서,00358271,690603234089,252711551446,437891682643
에스퓨얼셀,2021년 1분기 보고서,01257872,113166358729,8409146684,104757212045
솔브레인,2021년 1분기 보고서,01489648,326799478284,3889283000,322910195284
베뉴지,2021년 1분기 보고서,00267906,112476887494,164080118990,-51603231496
조비,2021년 1분기 보고서,00148948,56345684461,54013256163,2332428298
두산중공업,2021년 1분기 보고서,00159616,3547637737353,8199365903945,-4651728166592
광진윈텍,2021년 1분기 보고서,00365624,41360442594,53203713770,-11843271176
미래테크놀로지,2021년 1분기 보고서,01015726,22090006468,1995035889,20094970579
윈텍,2021년 1분기 보고서,01359815,18730461218,5009268457,13721192761
유니테스트,2021년 1분기 보고서,00540447,89091712367,18951552603,70140159764
지엠비코리아,2021년 1분기 보고서,00156354,197594518970,224443707759,-26849188789
아이티엠반도체,2021년 1분기 보고서,00579980,244566627412,139735399665,104831227747
제노포커스,2021년 1분기 보고서,00983916,27384752216,38926849975,-11542097759
하나기술,2021년 1분기 보고서,00601191,61838153813,62856668671,-1018514858
지누스,2021년 1분기 보고서,00150633,287692462572,164380977017,123311485555
링네트,2021년 1분기 보고서,00352499,97303049884,52368086783,44934963101
나노씨엠에스,2021년 1분기 보고서,00660459,27618267281,6775514099,20842753182
신성델타테크,2021년 1분기 보고서,00136226,39012399927,88926675776,-49914275849
경창산업,2021년 1분기 보고서,00102353,121870420521,364444327851,-242573907330
이엘피,2021년 1분기 보고서,00374020,46089758388,6918979100,39170779288
아이디스,2021년 1분기 보고서,00883980,132651414804,32785724573,99865690231
켐트로스,2021년 1분기 보고서,01089350,26157877224,26534533112,-376655888
아이디피,2021년 1분기 보고서,01213586,32500938458,2588817199,29912121259
세종텔레콤,2021년 1분기 보고서,00268002,261705289904,104237571442,157467718462
오하임아이엔티,2021년 1분기 보고서,01335453,26368724100,8192410237,18176313863
황금에스티,2021년 1분기 보고서,00218575,107530524194,54983718572,52546805622
모헨즈,2021년 1분기 보고서,00163318,5903954240,7075827532,-1171873292
KNN,2021년 1분기 보고서,00208134,49971990217,11358842317,38613147900
유진로봇,2021년 1분기 보고서,00234227,32105405031,16444005729,15661399302
아이에이치큐,2021년 1분기 보고서,00154426,45563045485,73117874000,-27554828515
에이블씨엔씨,2021년 1분기 보고서,00400857,104815268457,80262788584,24552479873
녹십자랩셀,2021년 1분기 보고서,01010642,33499054991,40374823834,-6875768843
유진테크,2021년 1분기 보고서,00531014,188261683220,54424105760,133837577460
브랜드엑스코퍼레이션,2021년 1분기 보고서,01391103,18727586146,9531484000,9196102146
픽셀플러스,2021년 1분기 보고서,00495086,46516015530,7983420061,38532595469
아이스크림에듀,2021년 1분기 보고서,00983934,54111494271,27432786406,26678707865
아스타,2021년 1분기 보고서,01157235,4275456978,1839436770,2436020208
엘앤에프,2021년 1분기 보고서,00398701,325169658310,393433544523,-68263886213
삼성에스디에스,2021년 1분기 보고서,00126186,4194060813091,1261471580070,2932589233021
신도리코,2021년 1분기 보고서,00135795,679239733865,53308419996,625931313869
멀티캠퍼스,2021년 1분기 보고서,00425351,51801451704,111105187867,-59303736163
한국주철관공업,2021년 1분기 보고서,00159573,108720366190,37649519163,71070847027
팍스넷,2021년 1분기 보고서,00334624,10794938991,38874352927,-28079413936
바이오다인,2021년 1분기 보고서,01117413,35284834757,12323742139,22961092618
대양전기공업,2021년 1분기 보고서,00111193,126977267373,41718564837,85258702536
서울제약,2021년 1분기 보고서,00131018,24782515875,37416054978,-12633539103
계양전기,2021년 1분기 보고서,00102618,280386821519,137332649370,143054172149
남광토건,2021년 1분기 보고서,00107066,172714321095,179220190548,-6505869453
한국선재,2021년 1분기 보고서,00158015,67387526509,81932015849,-14544489340
대영포장,2021년 1분기 보고서,00111458,67294802514,56514661583,10780140931
메디프론,2021년 1분기 보고서,00391197,29027324650,11210951294,17816373356
녹원씨엔아이,2021년 1분기 보고서,00393469,23762351299,49886590724,-26124239425
KTcs,2021년 1분기 보고서,00372882,185281478227,134863078212,50418400015
제이앤티씨,2021년 1분기 보고서,00447575,127497849208,67557808536,59940040672
덴티움,2021년 1분기 보고서,00526599,167370580842,274638497860,-107267917018
인포뱅크,2021년 1분기 보고서,00243757,25659964905,17166150553,8493814352
콜마비앤에이치,2021년 1분기 보고서,01032404,229513909449,104497713099,125016196350
동원개발,2021년 1분기 보고서,00117966,1051738241540,164573973596,887164267944
에이프로,2021년 1분기 보고서,00604268,60483409808,25256121950,35227287858
네오오토,2021년 1분기 보고서,00876865,48260020984,57944181876,-9684160892
호텔신라,2021년 1분기 보고서,00165680,1504365533111,200000000000,1304365533111
플레이디,2021년 1분기 보고서,00862853,99482509540,49739731371,49742778169
삼호개발,2021년 1분기 보고서,00128980,177748735046,96579179162,81169555884
진양산업,2021년 1분기 보고서,00150439,18822340342,20448238910,-1625898568
파라다이스,2021년 1분기 보고서,00171265,424955111582,736434820112,-311479708530
대원강업,2021년 1분기 보고서,00111847,161324034591,256152428399,-94828393808
한국팩키지,2021년 1분기 보고서,00198192,28278330824,33959354249,-5681023425
해성산업,2021년 1분기 보고서,00219361,20601745077,220394776109,-199793031032
세아제강지주,2021년 1분기 보고서,00124197,25572982834,46145833982,-20572851148
한국경제TV,2021년 1분기 보고서,00263371,82355689720,11500000000,70855689720
엑사이엔씨,2021년 1분기 보고서,00360577,37263842777,51545056397,-14281213620
삼진제약,2021년 1분기 보고서,00128412,150702033947,74127326837,76574707110
탑엔지니어링,2021년 1분기 보고서,00366845,121855589721,96240970218,25614619503
