종목명,분기,기업코드,유동자산,부채총계,청산가치
삼화페인트공업,2021년 1분기 보고서,00129387,246810094817,255304815606,-8494720789
KG모빌리언스,2021년 1분기 보고서,00405278,295604961006,156303835527,139301125479
신대양제지,2021년 1분기 보고서,00135777,107139565844,41517537439,65622028405
누리플랜,2021년 1분기 보고서,00410997,13496016026,25466493190,-11970477164
신라교역,2021년 1분기 보고서,00135962,190571635444,87223886912,103347748532
오뚜기,2021년 1분기 보고서,00141529,767568792743,808226694712,-40657901969
플랜티넷,2021년 1분기 보고서,00490179,11764688308,5488078275,6276610033
일동홀딩스,2021년 1분기 보고서,00146083,4951134001,78122809937,-73171675936
에이테크솔루션,2021년 1분기 보고서,00384887,91403169893,88944490973,2458678920
셀리버리,2021년 1분기 보고서,01182444,52840920512,24247585446,28593335066
우주일렉트로,2021년 1분기 보고서,00390903,122085370017,4967110000,117118260017
룽투코리아,2021년 1분기 보고서,00373571,54033422798,5155826143,48877596655
락앤락,2021년 1분기 보고서,00561866,106617468767,76332784143,30284684624
이라이콤,2021년 1분기 보고서,00137289,158522982530,37528943998,120994038532
대보마그네틱,2021년 1분기 보고서,01259418,40406556811,17369263874,23037292937
한미글로벌,2021년 1분기 보고서,00413523,74108081829,48950663409,25157418420
동아지질,2021년 1분기 보고서,00178754,245253965774,141521643647,103732322127
센트랄모텍,2021년 1분기 보고서,00450010,75185526094,150168297895,-74982771801
이루다,2021년 1분기 보고서,01142400,31926374809,15416890818,16509483991
코아스템,2021년 1분기 보고서,00989664,54714302077,45590650265,9123651812
종근당홀딩스,2021년 1분기 보고서,00149354,52620789931,46905006790,5715783141
청담러닝,2021년 1분기 보고서,00525882,69247560086,17037019706,52210540380
진흥기업,2021년 1분기 보고서,00150828,168907449984,160918755466,7988694518
로보스타,2021년 1분기 보고서,00536523,93997473979,51738853950,42258620029
태광산업,2021년 1분기 보고서,00153393,1610699909746,577111787735,1033588122011
장원테크,2021년 1분기 보고서,00659684,26846883319,69430695563,-42583812244
풍산홀딩스,2021년 1분기 보고서,00155531,76975122645,55819810803,21155311842
코스메카코리아,2021년 1분기 보고서,00763473,75069452812,120240886262,-45171433450
한국프랜지공업,2021년 1분기 보고서,00160418,273321417239,255817160700,17504256539
나무가,2021년 1분기 보고서,00819374,148074817388,129180440461,18894376927
퍼시스,2021년 1분기 보고서,00161709,276947219709,67150100298,209797119411
에이치엔티,2021년 1분기 보고서,00872452,5804162491,4207630931,1596531560
한올바이오파마,2021년 1분기 보고서,00162586,131129950202,39996076025,91133874177
필옵틱스,2021년 1분기 보고서,00938721,68632040858,95008501460,-26376460602
오션브릿지,2021년 1분기 보고서,01113754,40464859225,11399659921,29065199304
코스맥스비티아이,2021년 1분기 보고서,00219574,58123560405,169122641791,-110999081386
잉글우드랩,2021년 1분기 보고서,01165739,52899168,26576619,26322549
CJ대한통운,2021년 1분기 보고서,00113410,1302738704544,4063032296786,-2760293592242
비츠로테크,2021년 1분기 보고서,00103644,12245254068,20599173048,-8353918980
명문제약,2021년 1분기 보고서,00121039,80264217434,105219332382,-24955114948
CJ프레시웨이,2021년 1분기 보고서,00127954,344193357786,848750122153,-504556764367
에쓰씨엔지니어링,2021년 1분기 보고서,00121969,9524961716,30907739634,-21382777918
서한,2021년 1분기 보고서,00131504,443340647380,240565655471,202774991909
에코플라스틱,2021년 1분기 보고서,00139153,142686887856,261812816724,-119125928868
코오롱,2021년 1분기 보고서,00152862,51705910079,666276754837,-614570844758
한탑,2021년 1분기 보고서,00140566,30970169755,78619938578,-47649768823
이화전기,2021년 1분기 보고서,00145738,97993946574,55331576067,42662370507
국동,2021년 1분기 보고서,00168331,91931078380,65119821867,26811256513
피제이전자,2021년 1분기 보고서,00155735,68783270659,40424555222,28358715437
CJ CGV,2021년 1분기 보고서,00303873,539409703372,2061392284346,-1521982580974
시그네틱스,2021년 1분기 보고서,00158219,84916624214,47115834713,37800789501
교촌에프앤비,2021년 1분기 보고서,00453284,55746962931,62283188927,-6536225996
동국산업,2021년 1분기 보고서,00172680,181693812561,116540959708,65152852853
진도,2021년 1분기 보고서,00557933,72378574130,27697684096,44680890034
리더스코스메틱,2021년 1분기 보고서,00180263,20979820816,39753785300,-18773964484
미원홀딩스,2021년 1분기 보고서,00706715,10147206041,60682982169,-50535776128
일동제약,2021년 1분기 보고서,01168383,307249660232,447532009742,-140282349510
신일제약,2021년 1분기 보고서,00137058,53114435456,17747332315,35367103141
한창제지,2021년 1분기 보고서,00163761,115880354655,112594600848,3285753807
대화제약,2021년 1분기 보고서,00210740,119512799688,9284689500,110228110188
명신산업,2021년 1분기 보고서,00173078,116307806902,124269287459,-7961480557
제일제강,2021년 1분기 보고서,00148531,37111413283,39149538751,-2038125468
도화엔지니어링,2021년 1분기 보고서,00114552,182141516763,178414087562,3727429201
KG동부제철,2021년 1분기 보고서,00115676,660289719478,1325695229842,-665405510364
이엠텍,2021년 1분기 보고서,00541163,134772131506,68834907750,65937223756
삼성중공업,2021년 1분기 보고서,00126478,5737663674737,8526689649307,-2789025974570
셀리드,2021년 1분기 보고서,01235296,26988234834,14543400000,12444834834
소프트캠프,2021년 1분기 보고서,01182408,9460907942,4122967892,5337940050
옵티시스,2021년 1분기 보고서,00660291,33428657756,4120144178,29308513578
이엔드디,2021년 1분기 보고서,00619640,77146425452,48989941893,28156483559
가온미디어,2021년 1분기 보고서,00441304,200376986942,130648841960,69728144982
에스앤에스텍,2021년 1분기 보고서,00411048,83873268648,26981642653,56891625995
트루윈,2021년 1분기 보고서,00766106,40545316377,50213764522,-9668448145
효성,2021년 1분기 보고서,00117188,531127356970,536467595008,-5340238038
풀무원,2021년 1분기 보고서,00155355,139019495407,149725503900,-10706008493
삼일제약,2021년 1분기 보고서,00128032,64740183617,130973270444,-66233086827
유한양행,2021년 1분기 보고서,00145109,2251733004254,1612335490870,639397513384
삼성물산,2021년 1분기 보고서,00149655,8175008230927,16885876222172,-8710867991245
LG유플러스,2021년 1분기 보고서,00231363,4774876000000,9786325000000,-5011449000000
대한유화,2021년 1분기 보고서,00260383,783597533755,260489900378,523107633377
만도,2021년 1분기 보고서,01042775,3353520710331,365027354249,2988493356082
우진아이엔에스,2021년 1분기 보고서,00143262,75250401090,20495463822,54754937268
한국공항,2021년 1분기 보고서,00156691,190994495926,146154753322,44839742604
씨엠에스에듀,2021년 1분기 보고서,00914040,84892166159,9476384000,75415782159
에이에프더블류,2021년 1분기 보고서,01223219,49094175601,10128444000,38965731601
삼원강재,2021년 1분기 보고서,00191588,134565034349,48110234857,86454799492
DL,2021년 1분기 보고서,00109693,732488712233,826781824441,-94293112208
현대오토에버,2021년 1분기 보고서,00362441,765877757799,484561938677,281315819122
LF,2021년 1분기 보고서,00593032,730941088848,459217121088,271723967760
CJ제일제당,2021년 1분기 보고서,00635134,1434947905000,4566196696000,-3131248791000
패션플랫폼,2021년 1분기 보고서,01101041,29451502076,12669329701,16782172375
한송네오텍,2021년 1분기 보고서,01101722,33672365815,22362515333,11309850482
비즈니스온,2021년 1분기 보고서,01014657,21832930811,7275596781,14557334030
삼아알미늄,2021년 1분기 보고서,00126779,88444931133,106182834789,-17737903656
흥구석유,2021년 1분기 보고서,00167004,28425659550,6682027626,21743631924
성우전자,2021년 1분기 보고서,00364306,41656079110,4110717800,37545361310
잇츠한불,2021년 1분기 보고서,00911955,236860251209,9008346528,227851904681
코스맥스,2021년 1분기 보고서,01009789,346683113228,532080322045,-185397208817
서연이화,2021년 1분기 보고서,01036446,411661691891,530046586387,-118384894496
마크로젠,2021년 1분기 보고서,00261373,81628272640,71404611159,10223661481
동일산업,2021년 1분기 보고서,00172936,241108106267,47595350490,193512755777
휴젤,2021년 1분기 보고서,00888347,542806275806,182839813576,359966462230
동양파일,2021년 1분기 보고서,00993931,69063118588,9993501263,59069617325
경동나비엔,2021년 1분기 보고서,00101488,284728904147,261787669388,22941234759
삼양식품,2021년 1분기 보고서,00126955,177205362095,211873294706,-34667932611
THE E&M,2021년 1분기 보고서,00519252,56064975633,23904016420,32160959213
삼일씨엔에스,2021년 1분기 보고서,00109806,130866031057,50411953137,80454077920
휴맥스,2021년 1분기 보고서,00787057,441440374110,582106435386,-140666061276
테이팩스,2021년 1분기 보고서,00256955,67684621060,45517305043,22167316017
아세아시멘트,2021년 1분기 보고서,00990165,122292268812,352999513032,-230707244220
감성코퍼레이션,2021년 1분기 보고서,00261009,21903609413,9007625643,12895983770
폴라리스오피스,2021년 1분기 보고서,00269852,25556097016,18731580000,6824517016
레몬,2021년 1분기 보고서,01011395,25164228310,17502354463,7661873847
네오리진,2021년 1분기 보고서,00599106,8140501397,3991144062,4149357335
연이비앤티,2021년 1분기 보고서,00495554,37082156483,40490945138,-3408788655
피앤씨테크,2021년 1분기 보고서,00525864,41283181162,7551730126,33731451036
롯데쇼핑,2021년 1분기 보고서,00120526,3923725936493,16231611238178,-12307885301685
뷰웍스,2021년 1분기 보고서,00609324,129582091158,43769466442,85812624716
센트럴인사이트,2021년 1분기 보고서,00151863,16576490933,7973775464,8602715469
SK,2021년 1분기 보고서,00181712,2145506000000,9528271000000,-7382765000000
쿠콘,2021년 1분기 보고서,01311055,77953553426,79859738820,-1906185394
용평리조트,2021년 1분기 보고서,00365989,181887770659,550050789020,-368163018361
에스케이바이오팜,2021년 1분기 보고서,00878696,535845042891,116872434961,418972607930
에스아이리소스,2021년 1분기 보고서,00120906,8826654290,2295007057,6531647233
동원F&B,2021년 1분기 보고서,00340917,503472439200,651075439001,-147602999801
이노와이즈,2021년 1분기 보고서,00166333,11529101895,28351183944,-16822082049
광전자,2021년 1분기 보고서,00152729,119053675025,39007694993,80045980032
신라젠,2021년 1분기 보고서,00919966,19191348347,24743078717,-5551730370
KH 일렉트론,2021년 1분기 보고서,00125965,36714952113,59670279278,-22955327165
이즈미디어,2021년 1분기 보고서,00861720,36951705450,35158358867,1793346583
바이오로그디바이스,2021년 1분기 보고서,01047707,32614019724,46219686353,-13605666629
시스웍,2021년 1분기 보고서,01188378,32329773258,37980329500,-5650556242
세틀뱅크,2021년 1분기 보고서,00763701,166043462492,86654372257,79389090235
케어젠,2021년 1분기 보고서,00549891,147069734086,25755122903,121314611183
수산중공업,2021년 1분기 보고서,00135111,44305166582,57828409431,-13523242849
삼보산업,2021년 1분기 보고서,00125822,94867646541,194305231262,-99437584721
에코마이스터,2021년 1분기 보고서,00127699,6780812721,44904754911,-38123942190
일진머티리얼즈,2021년 1분기 보고서,00113997,301229000000,102927000000,198302000000
모베이스전자,2021년 1분기 보고서,00137234,260673688518,416524559263,-155850870745
한국알콜,2021년 1분기 보고서,00158565,172422815456,55389604727,117033210729
코너스톤네트웍스,2021년 1분기 보고서,00194275,25564842075,27300256316,-1735414241
아시아나항공,2021년 1분기 보고서,00138792,1798365672232,11980075631198,-10181709958966
경동인베스트,2021년 1분기 보고서,00143527,37467549077,2368498916,35099050161
UCI,2021년 1분기 보고서,00215976,7303255195,24467990079,-17164734884
제일연마,2021년 1분기 보고서,00148461,41786482965,12521906099,29264576866
티씨케이,2021년 1분기 보고서,00245472,209986952359,45002268885,164984683474
COWON,2021년 1분기 보고서,00361266,19007240928,4491197489,14516043439
한국내화,2021년 1분기 보고서,00160205,74266451213,65914429574,8352021639
새론오토모티브,2021년 1분기 보고서,00305668,91032381355,26228343492,64804037863
신세계I&C,2021년 1분기 보고서,00219486,132812995171,56653915648,76159079523
넥스턴바이오,2021년 1분기 보고서,00416414,70592074296,3226410918,67365663378
강남제비스코,2021년 1분기 보고서,00100939,142885489000,85885567011,56999921989
아센디오,2021년 1분기 보고서,00145437,18069102249,8560313063,9508789186
코윈테크,2021년 1분기 보고서,01211232,75879606964,43623431017,32256175947
깨끗한나라,2021년 1분기 보고서,00113492,137190573795,364642496181,-227451922386
SK디스커버리,2021년 1분기 보고서,00131832,250545589454,236485784312,14059805142
SBS콘텐츠허브,2021년 1분기 보고서,00280688,144741757518,39695899858,105045857660
가온전선,2021년 1분기 보고서,00104768,344510667688,325097275950,19413391738
남해화학,2021년 1분기 보고서,00107987,414400928960,166987168252,247413760708
싸이버원,2021년 1분기 보고서,01293953,22766890901,4949927465,17816963436
프레스티지바이오로직스,2021년 1분기 보고서,01258428,96005893617,40430206666,55575686951
이크레더블,2021년 1분기 보고서,00634728,56804477984,20391825572,36412652412
대유플러스,2021년 1분기 보고서,00126089,82617767846,133395401148,-50777633302
팬젠,2021년 1분기 보고서,00962922,22559730488,22282415038,277315450
아시아나IDT,2021년 1분기 보고서,00458234,132440380420,69771614218,62668766202
컴투스,2021년 1분기 보고서,00476498,672279503201,128473265419,543806237782
KEC,2021년 1분기 보고서,00589127,211466277509,233765119604,-22298842095
서울바이오시스,2021년 1분기 보고서,00488402,123595077684,247306784985,-123711707301
에어부산,2021년 1분기 보고서,00651901,76780304460,939387470812,-862607166352
제이스텍,2021년 1분기 보고서,00493185,50591110397,31242702786,19348407611
에스와이,2021년 1분기 보고서,00535481,128331404465,121637858646,6693545819
모바일리더,2021년 1분기 보고서,00641171,12820391441,13154002180,-333610739
엔시트론,2021년 1분기 보고서,00641393,34571770144,24922133282,9649636862
스킨앤스킨,2021년 1분기 보고서,00896753,24690324772,7021630260,17668694512
나무기술,2021년 1분기 보고서,01136348,30916906706,23076783964,7840122742
NHN벅스,2021년 1분기 보고서,00645089,36100823636,20565372686,15535450950
젠큐릭스,2021년 1분기 보고서,01051472,8092117311,7746783967,345333344
샘코,2021년 1분기 보고서,00971090,16593667452,32476346469,-15882679017
포스코,2021년 1분기 보고서,00155319,20397788524951,12585022466455,7812766058496
화승코퍼레이션,2021년 1분기 보고서,00166272,300008658948,25025626000,274983032948
웅진씽크빅,2021년 1분기 보고서,00628189,417163962678,267599552061,149564410617
포스코엠텍,2021년 1분기 보고서,00128111,113502334895,39326990033,74175344862
동화약품,2021년 1분기 보고서,00119195,209356906420,80204758240,129152148180
네오이뮨텍,2021년 1분기 보고서,01511558,166079691,14187645,151892046
TS트릴리온,2021년 1분기 보고서,01353024,12633889793,12520970141,112919652
에이스침대,2021년 1분기 보고서,00140052,104386213064,86581469196,17804743868
나인테크,2021년 1분기 보고서,01208849,59918325566,59598609021,319716545
베스파,2021년 1분기 보고서,01259056,31495545278,23242746952,8252798326
대성홀딩스,2021년 1분기 보고서,00108940,42414952313,130192395745,-87777443432
유일에너테크,2021년 1분기 보고서,01368637,52744026540,17683166647,35060859893
대한항공,2021년 1분기 보고서,00113526,5125097125097,19550448229118,-14425351104021
퓨쳐켐,2021년 1분기 보고서,01053540,41113856159,3527457796,37586398363
현대무벡스,2021년 1분기 보고서,01358463,176022209675,51747917984,124274291691
케이씨티시,2021년 1분기 보고서,00103042,84872146215,194085570923,-109213424708
프리시젼바이오,2021년 1분기 보고서,01137295,21787568950,4491218460,17296350490
전방,2021년 1분기 보고서,00147222,225801770150,235429229235,-9627459085
세원이앤씨,2021년 1분기 보고서,00585219,93105894456,146123901262,-53018006806
광주신세계,2021년 1분기 보고서,00220561,162088908225,97451861691,64637046534
엔에프씨,2021년 1분기 보고서,01217829,32993779211,27231822326,5761956885
LIG넥스원,2021년 1분기 보고서,00503668,1539610518978,1917530743580,-377920224602
SK머티리얼즈,2021년 1분기 보고서,00110051,190770559524,851962504225,-661191944701
와이더플래닛,2021년 1분기 보고서,01116502,17439343915,6214547716,11224796199
자안코스메틱,2021년 1분기 보고서,01089378,24228507057,8237597419,15990909638
지티지웰니스,2021년 1분기 보고서,01031229,28365160727,42055886545,-13690725818
현대에너지솔루션,2021년 1분기 보고서,01199550,362341615259,188364649753,173976965506
드림텍,2021년 1분기 보고서,00415646,99592059537,98600285403,991774134
동일제강,2021년 1분기 보고서,00118451,84967679406,22949871304,62017808102
율촌화학,2021년 1분기 보고서,00145260,205588437565,265215170941,-59626733376
SG글로벌,2021년 1분기 보고서,00152039,46827504516,60536221411,-13708716895
블루베리 NFT,2021년 1분기 보고서,00173449,15944233493,18870720271,-2926486778
동성케미컬,2021년 1분기 보고서,00679314,83808845719,136165321127,-52356475408
케이엠더블유,2021년 1분기 보고서,00226352,205711954532,98907800783,106804153749
삼표시멘트,2021년 1분기 보고서,00239639,180122774738,539647487967,-359524713229
투비소프트,2021년 1분기 보고서,00596260,19913158767,14515268073,5397890694
폴라리스웍스,2021년 1분기 보고서,00615723,20440637555,19302190154,1138447401
원익피앤이,2021년 1분기 보고서,00785475,124308885164,66333853951,57975031213
대창단조,2021년 1분기 보고서,00112679,125002848975,26532292266,98470556709
원익큐브,2021년 1분기 보고서,00128175,107044496645,55375128659,51669367986
골드앤에스,2021년 1분기 보고서,00249502,12826270527,10340154365,2486116162
현대이지웰,2021년 1분기 보고서,00656951,129637156472,79739209374,49897947098
KH E&T,2021년 1분기 보고서,01097906,150350754714,-10735620204,161086374918
계룡건설산업,2021년 1분기 보고서,00102432,1086449161681,1178150092009,-91700930328
피엔케이피부임상연구센타,2021년 1분기 보고서,01290381,44049301602,4034219269,40015082333
광림,2021년 1분기 보고서,00103635,59133664553,91425675588,-32292011035
사조산업,2021년 1분기 보고서,00124799,188675592668,251548897613,-62873304945
현대사료,2021년 1분기 보고서,00164618,73929148536,37855343147,36073805389
코맥스,2021년 1분기 보고서,00268118,69726430612,40699150272,29027280340
MP그룹,2021년 1분기 보고서,00390860,45509666923,19153668178,26355998745
바이브컴퍼니,2021년 1분기 보고서,00403793,17526858528,20781493507,-3254634979
하이로닉,2021년 1분기 보고서,00977641,27885213820,3179555622,24705658198
수젠텍,2021년 1분기 보고서,01063954,22596506632,7647483000,14949023632
센트럴바이오,2021년 1분기 보고서,00347716,48924817001,29539320204,19385496797
쌍용씨앤이,2021년 1분기 보고서,00138224,614949297333,1306075186572,-691125889239
현대코퍼레이션,2021년 1분기 보고서,00164812,623066253693,657158606849,-34092353156
삼성SDI,2021년 1분기 보고서,00126362,3717566650244,4394642030844,-677075380600
이노인스트루먼트,2021년 1분기 보고서,01065679,12498979862,3779659716,8719320146
한국테크놀로지,2021년 1분기 보고서,00355548,21610680083,30068605921,-8457925838
파세코,2021년 1분기 보고서,00238153,55911129892,37463680813,18447449079
오리엔트정공,2021년 1분기 보고서,00300405,15015492650,36277397554,-21261904904
동서,2021년 1분기 보고서,00144395,730135194493,122103923635,608031270858
한일홀딩스,2021년 1분기 보고서,00162993,367789656427,500260250822,-132470594395
코데즈컴바인,2021년 1분기 보고서,00329093,18572617910,6009150332,12563467578
형지I&C,2021년 1분기 보고서,00142713,34723950972,34118828744,605122228
현대에버다임,2021년 1분기 보고서,00228536,160650398783,61498982825,99151415958
자안바이오,2021년 1분기 보고서,00493431,21442140385,75115450440,-53673310055
DRB동일,2021년 1분기 보고서,00118266,100863517906,100855956408,7561498
KTis,2021년 1분기 보고서,00372873,176711053430,123171496884,53539556546
일신석재,2021년 1분기 보고서,00146296,41444558038,40782114350,662443688
디엔에프,2021년 1분기 보고서,00569691,42274475576,12395448788,29879026788
TYM,2021년 1분기 보고서,00117230,252709517047,271918377638,-19208860591
피에이치에이,2021년 1분기 보고서,00155151,300201728500,208865606416,91336122084
수성이노베이션,2021년 1분기 보고서,00243979,36779080908,11254934500,25524146408
SUN&L,2021년 1분기 보고서,00132211,121291967431,214982894986,-93690927555
DL이앤씨,2021년 1분기 보고서,01524093,3626126844607,3038201820440,587925024167
미코바이오메드,2021년 1분기 보고서,01049167,57695078170,13573801834,44121276336
자이언트스텝,2021년 1분기 보고서,01264438,26463369643,6572772985,19890596658
에이치엘비,2021년 1분기 보고서,00199252,170393966351,35989963772,134404002579
비디아이,2021년 1분기 보고서,00610490,131451066799,177827232689,-46376165890
DL건설,2021년 1분기 보고서,00128971,1168928582274,741496354658,427432227616
초록뱀미디어,2021년 1분기 보고서,00299464,73065560549,145778549152,-72712988603
알체라,2021년 1분기 보고서,01405451,23859099958,2978625893,20880474065
LG생활건강,2021년 1분기 보고서,00356370,1103049622047,978093749351,124955872696
클리노믹스,2021년 1분기 보고서,01201970,27295750940,2827172325,24468578615
기아,2021년 1분기 보고서,00106641,25968796000000,20182876000000,5785920000000
대호특수강,2021년 1분기 보고서,00166175,88484591267,85190336300,3294254967
동원수산,2021년 1분기 보고서,00118044,48059456292,44247568174,3811888118
한양이엔지,2021년 1분기 보고서,00216762,245167422062,145381899711,99785522351
유양디앤유,2021년 1분기 보고서,00144720,80331578411,22189083666,58142494745
현대에이치티,2021년 1분기 보고서,00255044,60827657434,22366917088,38460740346
초록뱀컴퍼니,2021년 1분기 보고서,00349811,31828880404,44621722211,-12792841807
하이브,2021년 1분기 보고서,01204056,945450991000,511204586000,434246405000
현대중공업지주,2021년 1분기 보고서,01205709,536382013000,2450937061000,-1914555048000
RF머트리얼즈,2021년 1분기 보고서,01343665,19451182697,11703868475,7747314222
청보산업,2021년 1분기 보고서,00151605,44697096141,56027564124,-11330467983
금호건설,2021년 1분기 보고서,00106313,1518166909694,233077292657,1285089617037
LS전선아시아,2021년 1분기 보고서,01093007,30874810734,18874092983,12000717751
코디,2021년 1분기 보고서,00308559,68191744631,-36755558601,104947303232
일정실업,2021년 1분기 보고서,00146542,51410150228,21990454012,29419696216
롯데정밀화학,2021년 1분기 보고서,00157681,558637056047,229193609644,329443446403
진양홀딩스,2021년 1분기 보고서,00646732,57592081824,32724864112,24867217712
삼화전기,2021년 1분기 보고서,00129271,46869985623,68000513987,-21130528364
에이프로젠 KIC,2021년 1분기 보고서,00152385,182467425815,277968429723,-95501003908
쌍용자동차,2021년 1분기 보고서,00138242,1935199420910,-997799815527,2932999236437
티엘비,2021년 1분기 보고서,00920379,64830926511,41107154522,23723771989
대동,2021년 1분기 보고서,00109286,415502696576,510797806794,-95295110218
KH 필룩스,2021년 1분기 보고서,00193009,127674321465,32859225559,94815095906
고려아연,2021년 1분기 보고서,00102858,3652461783407,803384745059,2849077038348
대한광통신,2021년 1분기 보고서,00113261,136326604890,118365809229,17960795661
와이지-원,2021년 1분기 보고서,00139719,301700411512,462752007584,-161051596072
현대위아,2021년 1분기 보고서,00106623,3007943000000,2839549000000,168394000000
한일현대시멘트,2021년 1분기 보고서,00164672,188744763753,314282761241,-125537997488
한컴MDS,2021년 1분기 보고서,00445841,55798257468,17527136424,38271121044
한솔인티큐브,2021년 1분기 보고서,00470829,28793839831,11039849099,17753990732
현대모비스,2021년 1분기 보고서,00164788,15771196000000,7663778000000,8107418000000
모다이노칩,2021년 1분기 보고서,00480048,83828421262,416616229085,-332787807823
알파홀딩스,2021년 1분기 보고서,00605124,47129177376,61171442204,-14042264828
SK렌터카,2021년 1분기 보고서,00201450,271182992561,1939992582993,-1668809590432
녹십자웰빙,2021년 1분기 보고서,01135057,56076919296,40425372002,15651547294
SNT홀딩스,2021년 1분기 보고서,00225159,20288719607,730427002,19558292605
월덱스,2021년 1분기 보고서,00580065,68799953359,75371355852,-6571402493
에스원,2021년 1분기 보고서,00158501,761454281937,544941428495,216512853442
스맥,2021년 1분기 보고서,00580056,112488601006,112206367398,282233608
GS글로벌,2021년 1분기 보고서,00138190,466654970430,427756321331,38898649099
누리플렉스,2021년 1분기 보고서,00269889,38784411786,39967345729,-1182933943
지유온,2021년 1분기 보고서,00689418,18114832751,13048383245,5066449506
솔루스첨단소재,2021년 1분기 보고서,01412822,113929556303,120570293923,-6640737620
비케이탑스,2021년 1분기 보고서,00273615,55830572313,91744317457,-35913745144
동아에스티,2021년 1분기 보고서,00956930,466296336778,355503996496,110792340282
엘에스일렉트릭,2021년 1분기 보고서,00105855,1251007922643,983444895202,267563027441
국일제지,2021년 1분기 보고서,00104573,44808781117,62947935181,-18139154064
대성엘텍,2021년 1분기 보고서,00110583,50435561877,70417607838,-19982045961
신신제약,2021년 1분기 보고서,00136448,41043513177,63759702530,-22716189353
국일신동,2021년 1분기 보고서,00203847,19176002273,5195760977,13980241296
디피씨,2021년 1분기 보고서,00117498,48190846848,17903431248,30287415600
세기상사,2021년 1분기 보고서,00133618,982700512,19775751856,-18793051344
희림,2021년 1분기 보고서,00236863,120161519030,107865040601,12296478429
에넥스,2021년 1분기 보고서,00139764,71276337161,67726039578,3550297583
파워로직스,2021년 1분기 보고서,00269612,211048025416,164515753296,46532272120
자화전자,2021년 1분기 보고서,00146861,189232548604,75770148844,113462399760
퍼스텍,2021년 1분기 보고서,00148522,106663000327,154343464517,-47680464190
신흥,2021년 1분기 보고서,00173795,46157753476,29794893678,16362859798
영화테크,2021년 1분기 보고서,00659976,37222735234,12777179978,24445555256
휴온스글로벌,2021년 1분기 보고서,00228059,23017625666,85907666886,-62890041220
경방,2021년 1분기 보고서,00101628,51234522724,457367091238,-406132568514
한솔홈데코,2021년 1분기 보고서,00203582,81287972590,122099310056,-40811337466
이에스에이,2021년 1분기 보고서,00347877,570596421,3146201753,-2575605332
넥스트BT,2021년 1분기 보고서,00384717,90283273594,-62162131645,152445405239
와토스코리아,2021년 1분기 보고서,00455875,56380930353,4876507061,51504423292
동국알앤에스,2021년 1분기 보고서,00472890,43593448444,42425071029,1168377415
에이치시티,2021년 1분기 보고서,00527464,25800893128,23531402910,2269490218
삼양사,2021년 1분기 보고서,00896285,757779000000,981066000000,-223287000000
디와이피엔에프,2021년 1분기 보고서,00602136,78059129230,66682157800,11376971430
타이거일렉,2021년 1분기 보고서,00617314,21699482049,20438790560,1260691489
네오위즈,2021년 1분기 보고서,00628860,178653696093,53158300104,125495395989
강스템바이오텍,2021년 1분기 보고서,01025644,35043481970,16315651538,18727830432
지엔원에너지,2021년 1분기 보고서,01228515,31349024535,6346438821,25002585714
포인트엔지니어링,2021년 1분기 보고서,01179608,48572626957,26170797445,22401829512
캐리소프트,2021년 1분기 보고서,01267222,4912074017,2694196541,2217877476
한국특강,2021년 1분기 보고서,00124090,170063287406,277983433815,-107920146409
현대코퍼레이션홀딩스,2021년 1분기 보고서,01108099,75541561237,35153018765,40388542472
지투알,2021년 1분기 보고서,00140168,29461256304,18360496171,11100760133
아이텍,2021년 1분기 보고서,00626011,63039495318,62270514361,768980957
티에이치엔,2021년 1분기 보고서,00118965,121164762476,182070820627,-60906058151
동우팜투테이블,2021년 1분기 보고서,00228712,107649932506,97284612495,10365320011
더블유게임즈,2021년 1분기 보고서,01010110,654480773899,9187251000,645293522899
에이치엘사이언스,2021년 1분기 보고서,01011438,81793411879,13320796682,68472615197
인포바인,2021년 1분기 보고서,00491415,71683017604,3970554721,67712462883
SCI평가정보,2021년 1분기 보고서,00260745,16519445065,8598197268,7921247797
네패스아크,2021년 1분기 보고서,01368354,60837762440,125986249707,-65148487267
두산퓨얼셀,2021년 1분기 보고서,01412725,621452789714,261071195948,360381593766
링크제니시스,2021년 1분기 보고서,01109955,40310809860,7823498860,32487311000
현대홈쇼핑,2021년 1분기 보고서,00412597,615991279673,307187246206,308804033467
판타지오,2021년 1분기 보고서,00231691,11830850673,5415128758,6415721915
한국전자홀딩스,2021년 1분기 보고서,00159254,14463312965,3691925894,10771387071
DB,2021년 1분기 보고서,00163345,93904796624,157242529566,-63337732942
비츠로셀,2021년 1분기 보고서,00154718,107808308280,36828853423,70979454857
웹케시,2021년 1분기 보고서,00323868,35650853202,37453483147,-1802629945
제일전기공업,2021년 1분기 보고서,00148470,77691680728,32202756903,45488923825
파멥신,2021년 1분기 보고서,00972293,80549601107,97644580831,-17094979724
상아프론테크,2021년 1분기 보고서,00181299,108211031064,92210410868,16000620196
씨젠,2021년 1분기 보고서,00788773,858877001405,406818819612,452058181793
동남합성,2021년 1분기 보고서,00115065,35399618754,33912824412,1486794342
코리아에프티,2021년 1분기 보고서,00803425,133365131797,150698702915,-17333571118
에스트래픽,2021년 1분기 보고서,01014055,50925349864,61493895160,-10568545296
네오팜,2021년 1분기 보고서,00551920,121656493467,22695295639,98961197828
아이씨디,2021년 1분기 보고서,00298377,128009612271,49572309353,78437302918
