,종목명,종목코드,기업코드,수정일
1136,웅진씽크빅,095720,00628189,20210414
1137,포스코엠텍,009520,00128111,20210316
1138,동화약품,000020,00119195,20210316
1139,네오이뮨텍,950220,01511558,20210316
1140,TS트릴리온,317240,01353024,20210316
1141,에이스침대,003800,00140052,20210317
1142,나인테크,267320,01208849,20210401
1143,베스파,299910,01259056,20210401
1144,대성홀딩스,016710,00108940,20210401
1145,IBKS제15호스팩,373200,01514698,20210426
1146,유일에너테크,340930,01368637,20210426
1147,대한항공,003490,00113526,20210422
1148,퓨쳐켐,220100,01053540,20210315
1149,현대무벡스,319400,01358463,20210319
1150,주노콜렉션,221670,01076550,20210226
1151,케이씨티시,009070,00103042,20210226
1152,프리시젼바이오,335810,01137295,20210317
1153,전방,000950,00147222,20210415
1154,세원이앤씨,091090,00585219,20210421
1155,광주신세계,037710,00220561,20210415
1156,엔에프씨,265740,01217829,20210319
1157,LIG넥스원,079550,00503668,20210323
1158,SK머티리얼즈,036490,00110051,20210420
1159,와이더플래닛,321820,01116502,20210401
1160,자안코스메틱,219550,01089378,20210419
1161,에이치디,102210,00299358,20210419
1162,한국아트라스비엑스,023890,00159290,20210419
1163,지티지웰니스,219750,01031229,20210419
1164,현대에너지솔루션,322000,01199550,20210421
1165,드림텍,192650,00415646,20210225
1166,동일제강,002690,00118451,20210331
1167,율촌화학,008730,00145260,20210331
1168,SG글로벌,001380,00152039,20210416
1169,블루베리 NFT,044480,00173449,20210416
1170,동성케미컬,102260,00679314,20210416
1171,케이엠더블유,032500,00226352,20210416
1172,동성화학,005190,00116356,20210416
1173,삼표시멘트,038500,00239639,20210416
1174,투비소프트,079970,00596260,20210416
1175,폴라리스웍스,123010,00615723,20210416
1176,원익피앤이,131390,00785475,20210416
1177,대창단조,015230,00112679,20210223
1178,씨앤에스자산관리,032040,00173731,20210226
1179,원익큐브,014190,00128175,20210409
1180,인바이츠바이오코아,216400,00537221,20210409
1181,골드앤에스,035290,00249502,20210409
1182,현대이지웰,090850,00656951,20210409
1183,KH E&T,226360,01097906,20210409
1184,골프존데카,183410,00764807,20210407
1185,계룡건설산업,013580,00102432,20210225
1186,뉴아세아조인트,013340,00138695,20210225
1187,피엔케이피부임상연구센타,347740,01290381,20210331
1188,광림,014200,00103635,20210402
1189,사조산업,007160,00124799,20210402
1190,현대사료,016790,00164618,20210402
1191,코맥스,036690,00268118,20210402
1192,MP그룹,065150,00390860,20210402
1193,바이브컴퍼니,301300,00403793,20210402
1194,하이로닉,149980,00977641,20210402
1195,수젠텍,253840,01063954,20210402
1196,센트럴바이오,051980,00347716,20210407
1197,케이비제19호스팩,330990,01393299,20210407
1198,쌍용씨앤이,003410,00138224,20210407
1199,현대코퍼레이션,011760,00164812,20210407
1200,삼성SDI,006400,00126362,20210309
1201,이노인스트루먼트,215790,01065679,20210223
1202,한국테크놀로지,053590,00355548,20210405
1203,툴코리아,110660,00555740,20210405
1204,파세코,037070,00238153,20210413
1205,오리엔트정공,065500,00300405,20210407
1206,동서,026960,00144395,20210405
1207,메리츠화재,000060,00117744,20210401
1208,메리츠금융지주,138040,00860332,20210401
1209,한일홀딩스,003300,00162993,20210402
1210,코데즈컴바인,047770,00329093,20210331
1211,형지I&C,011080,00142713,20210331
1212,에스케이브로드밴드,033630,00243988,20210331
1213,현대에버다임,041440,00228536,20210415
1214,자안바이오,221610,00493431,20210415
1215,DRB동일,004840,00118266,20210415
1216,KTis,058860,00372873,20210413
1217,일신석재,007110,00146296,20210413
1218,디엔에프,092070,00569691,20210413
1219,TYM,002900,00117230,20210414
1220,피에이치에이,043370,00155151,20210414
1221,수성이노베이션,084180,00243979,20210414
1222,SUN&L,002820,00132211,20210414
1223,에스피엠씨,074000,00447982,20210405
1224,한국애보트진단,066930,00317089,20210409
1225,DL이앤씨,375500,01524093,20210409
1226,미코바이오메드,214610,01049167,20210225
1227,자이언트스텝,289220,01264438,20210413
1228,에이치엘비,028300,00199252,20210402
1229,비디아이,148140,00610490,20210415
1230,툴젠,199800,00547510,20210401
1231,DL건설,001880,00128971,20210408
1232,초록뱀미디어,047820,00299464,20210408
1233,알체라,347860,01405451,20210408
1234,유진스팩6호,373340,01514519,20210408
1235,LG생활건강,051900,00356370,20210406
1236,클리노믹스,352770,01201970,20210402
1237,기아,000270,00106641,20210405
1238,대호특수강,021040,00166175,20210405
1239,동원수산,030720,00118044,20210405
1240,한양이엔지,045100,00216762,20210405
1241,유양디앤유,011690,00144720,20210405
1242,아이피몬스터,223220,01060735,20210419
1243,현대에이치티,039010,00255044,20210419
1244,초록뱀컴퍼니,052300,00349811,20210419
1245,하이브,352820,01204056,20210414
1246,현대중공업지주,267250,01205709,20210414
1247,RF머트리얼즈,327260,01343665,20210414
1248,포스코플랜텍,051310,00181934,20210415
1249,청보산업,013720,00151605,20210413
1250,금호건설,002990,00106313,20210413
1251,LS전선아시아,229640,01093007,20210413
1252,코디,080530,00308559,20210413
1253,구스앤홈,329050,01337114,20210413
1254,일정실업,008500,00146542,20210422
1255,KC산업,112190,00366517,20210422
1256,지오씨,135160,00657756,20210422
1257,하나은행,004940,00158909,20210422
1258,롯데정밀화학,004000,00157681,20210406
1259,진양홀딩스,100250,00646732,20210223
1260,삼화전기,009470,00129271,20210223
1261,에이프로젠 KIC,007460,00152385,20210308
1262,쌍용자동차,003620,00138242,20210311
1263,티엘비,356860,00920379,20210224
1264,삼보오토,070080,00430089,20210224
1265,대동,000490,00109286,20210423
1266,메이슨캐피탈,021880,00136101,20210423
1267,KH 필룩스,033180,00193009,20210423
1268,고려아연,010130,00102858,20210325
1269,대한광통신,010170,00113261,20210325
1270,와이지-원,019210,00139719,20210325
1271,현대위아,011210,00106623,20210325
1272,교보증권,030610,00113359,20210325
1273,한일현대시멘트,006390,00164672,20210325
1274,한컴MDS,086960,00445841,20210325
1275,한솔인티큐브,070590,00470829,20210325
1276,현대모비스,012330,00164788,20210325
1277,모다이노칩,080420,00480048,20210325
1278,알파홀딩스,117670,00605124,20210325
1279,SK렌터카,068400,00201450,20210325
1280,녹십자웰빙,234690,01135057,20210325
1281,SNT홀딩스,036530,00225159,20210325
1282,썬테크,217320,00963000,20210225
1283,이마트에브리데이,010090,00164308,20210331
1284,월덱스,101160,00580065,20210408
1285,에스원,012750,00158501,20210223
1286,스맥,099440,00580056,20210226
1287,DB금융스팩9호,367360,01505469,20210407
1288,GS글로벌,001250,00138190,20210310
1289,좋은사람들,033340,00205003,20210423
1290,누리플렉스,040160,00269889,20210423
1291,지유온,111820,00689418,20210423
1292,엔에이치스팩13호,310840,01336391,20210423
1293,엔에이치스팩16호,353190,01453670,20210423
1294,엔에이치스팩17호,359090,01487446,20210423
1295,솔루스첨단소재,336370,01412822,20210423
1296,비케이탑스,030790,00273615,20210325
1297,동아에스티,170900,00956930,20210325
1298,노브메타파마,229500,01065785,20210325
1299,엘에스일렉트릭,010120,00105855,20210326
1300,국일제지,078130,00104573,20210326
1301,대성엘텍,025440,00110583,20210326
1302,신신제약,002800,00136448,20210326
1303,국일신동,060480,00203847,20210326
1304,디피씨,026890,00117498,20210326
1305,세기상사,002420,00133618,20210326
1306,희림,037440,00236863,20210326
1307,에넥스,011090,00139764,20210326
1308,파워로직스,047310,00269612,20210326
1309,자화전자,033240,00146861,20210326
1310,퍼스텍,010820,00148522,20210326
1311,신흥,004080,00173795,20210302
1312,씨디네트웍스,073710,00493501,20210302
1313,영화테크,265560,00659976,20210413
1314,휴온스글로벌,084110,00228059,20210311
1315,경방,000050,00101628,20210225
1316,한솔홈데코,025750,00203582,20210408
1317,이에스에이,052190,00347877,20210326
1318,KTB투자증권,030210,00156859,20210326
1319,넥스트BT,065170,00384717,20210326
1320,와토스코리아,079000,00455875,20210326
1321,동국알앤에스,075970,00472890,20210326
1322,에이치시티,072990,00527464,20210326
1323,삼양사,145990,00896285,20210326
1324,디와이피엔에프,104460,00602136,20210326
1325,타이거일렉,219130,00617314,20210326
1326,네오위즈,095660,00628860,20210326
1327,단디바이오,343090,01413371,20210326
1328,강스템바이오텍,217730,01025644,20210326
1329,지엔원에너지,270520,01228515,20210326
1330,포인트엔지니어링,256630,01179608,20210225
1331,캐리소프트,317530,01267222,20210302
1332,한국특강,007280,00124090,20210426
1333,현대코퍼레이션홀딩스,227840,01108099,20210426
1334,지투알,035000,00140168,20210413
1335,아이텍,119830,00626011,20210422
1336,티에이치엔,019180,00118965,20210302
1337,동우팜투테이블,088910,00228712,20210302
1338,더블유게임즈,192080,01010110,20210407
1339,에이치엘사이언스,239610,01011438,20210315
1340,인포바인,115310,00491415,20210318
1341,SCI평가정보,036120,00260745,20210409
1342,네패스아크,330860,01368354,20210326
1343,두산퓨얼셀,336260,01412725,20210330
1344,링크제니시스,219420,01109955,20210302
1345,현대홈쇼핑,057050,00412597,20210315
1346,판타지오,032800,00231691,20210422
1347,한국전자홀딩스,006200,00159254,20210226
1348,DB,012030,00163345,20210226
1349,비츠로셀,082920,00154718,20210226
1350,웹케시,053580,00323868,20210224
1351,제일전기공업,199820,00148470,20210225
1352,파멥신,208340,00972293,20210223
1353,상아프론테크,089980,00181299,20210223
1354,씨젠,096530,00788773,20210223
1355,동남합성,023450,00115065,20210223
1356,코리아에프티,123410,00803425,20210226
1357,에스트래픽,234300,01014055,20210224
1358,엔지브이아이,093510,00521433,20210224
1359,네오팜,092730,00551920,20210224
1360,아이씨디,040910,00298377,20210225
1361,오르비텍,046120,00297989,20210226
1362,이루온,065440,00390514,20210226
1363,이오플로우,294090,01274310,20210226
1364,아주IB투자,027360,00156895,20210226
1365,이랜시스,264850,01199189,20210224
1366,레이,228670,00828761,20210226
1367,올리패스,244460,01070149,20210226
1368,인탑스,049070,00226866,20210226
1369,테크윙,089030,00535676,20210223
1370,케이피티유,054410,00357607,20210223
1371,티움바이오,321550,01335930,20210223
1372,한국화장품,123690,00823429,20210223
1373,원포유,122830,00337296,20210226
1374,대주산업,003310,00112457,20210226
1375,에이스캠퍼,322190,01412938,20210225
1376,마니커에프앤지,195500,00770312,20210226
1377,상신이디피,091580,00480783,20210226
1378,환인제약,016580,00166573,20210223
1379,유니켐,011330,00137207,20210223
1380,국전약품,307750,01329957,20210223
1381,엔지켐생명과학,183490,00606886,20210223
1382,이십일스토어,270020,01183407,20210223
1383,티케이케미칼,104480,00693554,20210223
1384,미코,059090,00366942,20210226
1385,광명전기,017040,00103662,20210224
1386,크리스탈지노믹스,083790,00407814,20210226
1387,엠에스오토텍,123040,00259545,20210223
1388,SBS미디어홀딩스,101060,00650629,20210223
1389,켐온,217600,01070857,20210223
1390,지노믹트리,228760,01108248,20210223
1391,경남에너지,008020,00101336,20210223
1392,듀켐바이오,176750,00867034,20210223
1393,메가엠디,133750,00807555,20210224
1394,한독,002390,00161046,20210225
1395,샘표,007540,00130091,20210226
1396,노바텍,285490,01259232,20210226
1397,대신밸런스제7호스팩,332290,01394669,20210226
1398,SPC삼립,005610,00125530,20210226
1399,제놀루션,225220,01062177,20210223
1400,덕산하이메탈,077360,00471068,20210223
1401,미원상사,002840,00121932,20210223
1402,웰크론한텍,076080,00487546,20210224
1403,리메드,302550,01275665,20210224
1404,IBKS제14호스팩,351320,01440153,20210224
1405,삼정펄프,009770,00128227,20210224
1406,인터로조,119610,00604426,20210226
1407,천보,278280,00897752,20210223
1408,에프엔에스테크,083500,00476036,20210223
1409,압타머사이언스,291650,01265251,20210223
1410,아이에이,038880,00252269,20210223
1411,샘표식품,248170,01167056,20210226
1412,삼익악기,002450,00127857,20210226
1413,피엔에스커튼월,033220,00107303,20210226
1414,신테카바이오,226330,01344336,20210226
1415,녹십자셀,031390,00198378,20210226
1416,풍산,103140,00684714,20210226
1417,캐스텍코리아,071850,00302582,20210225
1418,대림제지,017650,00109781,20210226
1419,이구산업,025820,00145464,20210226
1420,에이치디씨영창,001890,00141282,20210226
1421,휴마시스,205470,01042979,20210226
1422,미주제강,002670,00115472,20210223
1423,티라유텍,322180,01309388,20210223
1424,동방아그로,007590,00115384,20210223
1425,우양에이치씨,101970,00450931,20210223
1426,한창,005110,00163716,20210226
1427,위더스제약,330350,00765851,20210226
1428,롯데정보통신,286940,01262032,20210226
1429,얼라인드,238120,01073678,20210226
1430,에스제이엠홀딩스,025530,00181943,20210226
1431,아이퀘스트,262840,01146822,20210223
1432,금오하이텍,165270,00659815,20210223
1433,엔에스,217820,01020843,20210223
1434,성원,015200,00133089,20210223
1435,네온테크,306620,01325429,20210223
1436,아세아,002030,00138701,20210223
1437,파커스,065690,00384762,20210223
1438,오스템임플란트,048260,00341916,20210223
1439,에스제이그룹,306040,01222432,20210223
1440,미원에스씨,268280,01234297,20210223
1441,대모,317850,00450995,20210223
1442,한중엔시에스,107640,00474588,20210226
1443,더블유에스아이,299170,01318261,20210226
1444,케이디지엠텍,032290,00183215,20210226
1445,피노텍,150440,00990262,20210226
1446,엔바이오니아,317870,00964595,20210226
1447,라파스,214260,01058101,20210226
1448,케이엔제이,272110,00769158,20210226
1449,와이엔텍,067900,00190756,20210226
1450,에이텍티앤,224110,01099861,20210223
1451,영원무역,111770,00776820,20210223
1452,디케이앤디,263020,00892526,20210223
1453,삼성스팩2호,291230,01276901,20210223
1454,레이크머티리얼즈,281740,01255652,20210223
1455,대원제약,003220,00111999,20210223
1456,티앤엘,340570,00608440,20210226
1457,에스피지,058610,00220686,20210226
1458,웰크론,065950,00362159,20210226
1459,수산아이앤티,050960,00577016,20210226
1460,테스,095610,00524421,20210226
1461,엠투엔,033310,00143226,20210226
1462,인선이엔티,060150,00375931,20210225
1463,어보브반도체,102120,00591441,20210226
1464,휴비츠,065510,00398668,20210226
1465,케이엔더블유,105330,00606664,20210226
1466,미래생명자원,218150,01071944,20210226
1467,씨에스베어링,297090,00765462,20210226
1468,휴스틸,005010,00156488,20210226
1469,지앤이헬스케어,299480,01188749,20210226
1470,에스케이씨솔믹스,057500,00307189,20210226
1471,소룩스,290690,00605522,20210223
1472,덕우전자,263600,00571298,20210223
1473,태평양물산,007980,00154329,20210223
1474,엘디티,096870,00540571,20210223
1475,선바이오,067370,00407036,20210223
1476,아미노로직스,074430,00466428,20210223
1477,케이씨티,089150,00441447,20210223
1478,대창,012800,00112651,20210226
1479,하우리,049130,00352000,20210226
1480,럭스피아,092590,00578325,20210226
1481,알서포트,131370,00838962,20210226
1482,볼빅,206950,00756163,20210226
1483,에이비엘바이오,298380,01256864,20210226
1484,삼화네트웍스,046390,00301112,20210226
1485,비아트론,141000,00610083,20210226
1486,흥국에프엔비,189980,00916516,20210223
1487,윈팩,097800,00536286,20210223
1488,질경이,233990,01063556,20210223
1489,동양,001520,00117337,20210223
1490,서울식품공업,004410,00130879,20210223
1491,그린플러스,186230,00602279,20210226
1492,우리손에프앤지,073560,00413417,20210226
1493,오로스테크놀로지,322310,01016479,20210224
1494,바디텍메드,206640,01046708,20210224
1495,삼환기업,000360,00129411,20210225
1496,롯데리츠,330590,01363818,20210226
1497,엠아이텍,179290,00531829,20210226
1498,하나마이크론,067310,00445054,20210226
1499,영진약품,003520,00141149,20210223
1500,에스앤디,260970,00560849,20210223
1501,쿠쿠홈시스,284740,01267684,20210223
1502,체리부로,066360,00216434,20210223
1503,한국컴퓨터지주,009760,00159874,20210223
1504,모비릭스,348030,01210190,20210223
1505,현대그린푸드,005440,00105280,20210223
1506,신비앤텍,070480,00446479,20210226
1507,대원모방,311840,01195828,20210226
1508,유진기업,023410,00184667,20210226
1509,휴럼,284420,01148909,20210226
1510,미디어젠,279600,01190124,20210226
1511,바이오니아,064550,00326731,20210226
1512,동성화인텍,033500,00231105,20210226
1513,신진에스엠,138070,00577380,20210226
1514,티플랙스,081150,00497631,20210226
1515,유안타제4호스팩,313750,01343920,20210223
1516,힘스,238490,00556712,20210223
1517,국도화학,007690,00104388,20210223
1518,한양증권,001750,00162416,20210223
1519,뉴트리,270870,01214248,20210226
1520,씨알푸드,236030,01085187,20210226
1521,하이골드3호,153360,00905316,20210226
1522,심팩인더스트리,005350,00123648,20210226
1523,오리온,271560,01238169,20210226
1524,아이진,185490,00945457,20210226
1525,아이케이세미콘,149010,00861100,20210226
1526,삼륭물산,014970,00125488,20210226
1527,한일단조,024740,00162832,20210226
1528,유안타제5호스팩,336060,01408999,20210223
1529,유안타제6호스팩,340360,01416642,20210223
1530,유안타제7호스팩,367460,01504804,20210223
1531,아톤,158430,00595182,20210223
1532,조광페인트,004910,00148920,20210223
1533,선익시스템,171090,00327819,20210223
1534,유비쿼스,264450,01203376,20210223
1535,동아엘텍,088130,00489243,20210223
1536,디지캡,197140,00681373,20210226
1537,안트로젠,065660,00631837,20210226
1538,이수앱지스,086890,00526872,20210226
1539,에스디생명공학,217480,01099667,20210226
1540,셀젠텍,258250,01117918,20210226
1541,에스제이엠,123700,00815369,20210226
1542,정다운,208140,01047415,20210226
1543,일진파워,094820,00485177,20210224
1544,켐트로닉스,089010,00371485,20210224
1545,한빛소프트,047080,00348292,20210225
1546,우원개발,046940,00363246,20210225
1547,한일건설,006440,00162780,20210226
1548,미래에셋대우스팩 5호,353490,01450105,20210223
1549,미스터블루,207760,01047840,20210223
1550,티로보틱스,117730,00867098,20210223
1551,극동유화,014530,00105156,20210223
1552,우전,052270,00291231,20210223
1553,삼아제약,009300,00126788,20210512
1554,신한지주,055550,00382199,20210512
1555,EDGC,245620,01182550,20210512
1556,부산도시가스,015350,00123967,20210601
1557,경남기업,000800,00101257,20210601
1558,에스엠화진,134780,00238977,20210602
1559,신한알파리츠,293940,01276594,20210526
1560,티피씨글로벌,130740,00578538,20210510
1561,세원정공,021820,00134316,20210602
1562,디젠스,113810,00576789,20210609
1563,셀루메드,049180,00310156,20210610
1564,KPX홀딩스,092230,00587466,20210526
1565,퓨전,195440,01113949,20210610
1566,혜인,003010,00165343,20210430
1567,디와이홀딩스,004510,00117382,20210527
1568,이지케어텍,099750,00490090,20210528
1569,인터파크,035080,00244561,20210527
1570,에코프로에이치엔,383310,01566248,20210528
1571,대신정보통신,020180,00110875,20210604
1572,엔에스엠,238170,01011872,20210609
1573,쎄트렉아이,099320,00449254,20210609
1574,동일철강,023790,00172945,20210510
1575,케이티,030200,00190321,20210510
1576,지니뮤직,043610,00223762,20210510
1577,KT서브마린,060370,00225742,20210510
1578,미래산업,025560,00197759,20210430
1579,LX홀딩스,383800,01562589,20210611
1580,제일테크노스,038010,00148595,20210528
1581,서울도시가스,017390,00130684,20210528
1582,스카이이앤엠,131100,00814786,20210528
1583,서주산업개발,016140,00131328,20210604
1584,NICE,034310,00158316,20210611
1585,앤디포스,238090,00942131,20210614
1586,에스앤씨엔진그룹리미티드,900080,00786331,20210614
1587,엠게임,058630,00397058,20210531
1588,크리스에프앤씨,110790,00522007,20210531
1589,바이오솔루션,086820,00560982,20210531
1590,바이오시네틱스,281310,01186671,20210510
1591,국순당,043650,00256715,20210510
1592,제일기획,030000,00148276,20210510
1593,삼성전기,009150,00126371,20210510
1594,엔투텍,227950,01105621,20210614
1595,EMW,079190,00479705,20210615
1596,신성통상,005390,00136341,20210615
1597,애드바이오텍,179530,01022902,20210601
1598,휴켐스,069260,00426086,20210601
1599,전진바이오팜,110020,00632793,20210601
1600,삼성공조,006660,00126201,20210601
1601,KG ETS,151860,00366137,20210602
1602,조선내화,000480,00148984,20210510
1603,효성 ITX,094280,00414850,20210510
1604,팬오션,028670,00122737,20210510
1605,생고뱅코리아홀딩스,002000,00159005,20210510
1606,코렌,078650,00477257,20210603
1607,IBKS제13호스팩,351340,01440481,20210603
1608,카이노스메드,284620,01263527,20210603
1609,넥상스코리아,003050,00110547,20210603
1610,케이씨씨글라스,344820,01428203,20210603
1611,삼양홀딩스,000070,00126937,20210510
1612,코웨이,021240,00170558,20210517
1613,에이치엘비제약,047920,00336817,20210517
1614,한국쉘석유,002960,00158149,20210604
1615,휴온스블러썸,263920,01185566,20210604
1616,에이팸,073070,00235147,20210604
1617,이성씨엔아이,379390,01365384,20210604
1618,테스나,131970,00563545,20210507
1619,HDC,012630,00164636,20210510
1620,HDC현대EP,089470,00357935,20210510
1621,한솔제지,213500,01060744,20210506
1622,YG PLUS,037270,00249247,20210430
1623,한일화학,007770,00267979,20210430
1624,엔에스쇼핑,138250,00406392,20210430
1625,성호전자,043260,00317210,20210430
1626,빛샘전자,072950,00359261,20210430
1627,아이크래프트,052460,00405719,20210430
1628,케이사인,192250,01003040,20210430
1629,스타모빌리티,158310,00923899,20210429
1630,고려제약,014570,00103015,20210610
1631,진매트릭스,109820,00552992,20210510
1632,에스티팜,237690,00871833,20210510
1633,엔솔바이오사이언스,140610,01018802,20210611
1634,금호석유화학,011780,00106368,20210616
1635,에이디엠코리아,187660,01409022,20210616
1636,아진카인텍,011400,00173069,20210616
1637,대한화섬,003830,00113544,20210510
1638,세동,053060,00133663,20210510
1639,대양금속,009190,00111111,20210510
1640,선데이토즈,123420,00815767,20210510
1641,피피아이,062970,00403766,20210430
1642,남화산업,111710,00245694,20210430
1643,위메이드,112040,00444329,20210507
1644,휘닉스소재,050090,00369569,20210520
1645,대동전자,008110,00157104,20210520
1646,이월드,084680,00540605,20210520
1647,솔루에타,154040,00624518,20210510
1648,아모레퍼시픽,090430,00583424,20210510
1649,아모레퍼시픽그룹,002790,00154462,20210510
1650,한온시스템,018880,00161125,20210510
1651,유니온,000910,00144252,20210510
1652,티에스이,131290,00372226,20210510
1653,핸디소프트,220180,00793155,20210510
1654,현대바이오랜드,052260,00347062,20210510
1655,휴메딕스,200670,00614478,20210510
1656,두산인프라코어,042670,00344287,20210510
1657,한섬,020000,00188089,20210510
1658,에스엘바이오닉스,214310,00957568,20210430
1659,현대제철,004020,00145880,20210507
1660,부산산업,011390,00124027,20210510
1661,제이엘케이,322510,01153293,20210510
1662,한전기술,052690,00159209,20210510
1663,하이제6호스팩,377400,01526949,20210510
1664,무림SP,001810,00121507,20210510
1665,삼천리자전거,024950,00128607,20210510
1666,팜젠사이언스,004720,00135050,20210510
1667,유니온머티리얼,047400,00369833,20210510
1668,유안타증권,003470,00117601,20210510
1669,LG화학,051910,00356361,20210510
1670,쏠리드,050890,00364403,20210510
1671,진에어,272450,00653024,20210510
1672,현대퓨처넷,126560,00403632,20210510
1673,참엔지니어링,009310,00153621,20210510
1674,휴맥스홀딩스,028080,00219440,20210430
1675,제이시스메디칼,287410,01267602,20210430
1676,인피니티엔티,016670,00125725,20210520
1677,샘씨엔에스,252990,01199727,20210520
1678,휴먼엔,032860,00205687,20210525
1679,NH프라임리츠,338100,01391033,20210525
1680,레드로버,060300,00364795,20210525
1681,이디티,215090,01063884,20210525
1682,티비씨,033830,00204642,20210525
1683,남양유업,003920,00107598,20210525
1684,E1,017940,00165583,20210510
1685,코오롱생명과학,102940,00525642,20210510
1686,한세실업,105630,00728638,20210510
1687,한세예스24홀딩스,016450,00161976,20210510
1688,한화에어로스페이스,012450,00126566,20210510
1689,노바렉스,194700,00811372,20210510
1690,현대건설,000720,00164478,20210512
1691,삼영화학공업,003720,00127255,20210506
1692,일레덱스홀딩스,033550,00268011,20210506
1693,넷게임즈,225570,01096341,20210507
1694,오텍,067170,00397289,20210507
1695,신한,005450,00173740,20210517
1696,메가스터디,072870,00422284,20210517
1697,노랑풍선,104620,00632845,20210511
1698,종근당,185750,00992871,20210525
1699,대우건설,047040,00124540,20210608
1700,조이시티,067000,00397252,20210531
1701,STX엔진,077970,00480455,20210511
1702,에이피티씨,089970,00544577,20210511
1703,두산밥캣,241560,01032486,20210608
1704,엔시스,333620,01310773,20210531
1705,코원에너지서비스,026870,00112907,20210511
1706,국보디자인,066620,00253985,20210511
1707,참좋은여행,094850,00606770,20210511
1708,휴코드홀딩스,036840,00165361,20210513
1709,에이치피오,357230,01068737,20210514
1710,대한방직,001070,00112970,20210514
1711,동운아나텍,094170,00695969,20210511
1712,루멘스,038060,00406329,20210511
1713,빅텐츠,210120,00550082,20210511
1714,ISC,095340,00572905,20210511
1715,아이즈비전,031310,00200910,20210511
1716,한화,000880,00160588,20210511
1717,에이스테크,088800,00556907,20210511
1718,넥스트사이언스,003580,00169048,20210512
1719,상상인,038540,00306162,20210512
1720,두산건설,011160,00102760,20210512
1721,줌인터넷,239340,01128622,20210512
1722,금호타이어,073240,00481454,20210512
1723,F&F 홀딩스,007700,00126487,20210521
1724,엔에스엔,031860,00180865,20210521
1725,F&F,383220,01568413,20210521
1726,CMG제약,058820,00380429,20210521
1727,도부마스크,227420,01109690,20210609
1728,GST,083450,00540863,20210521
1729,엔에이치스팩19호,380440,01535257,20210521
1730,삼성스팩4호,377630,01528530,20210521
1731,삼영에스앤씨,361670,00405506,20210521
1732,일지테크,019540,00146560,20210531
1733,포스코 ICT,022100,00155212,20210503
1734,크로바하이텍,043590,00260611,20210511
1735,ESR켄달스퀘어리츠,365550,01437186,20210615
1736,한화시스템,272210,00339391,20210616
1737,유디피,091270,00612115,20210511
1738,삼강엠앤티,100090,00480367,20210511
1739,화승알앤에이,378850,01532603,20210429
1740,에너토크,019990,00169215,20210429
1741,에스지에이클라우드서비스,224880,01137897,20210506
1742,전우정밀,120780,00673301,20210506
1743,신세계푸드,031440,00274933,20210504
1744,이랜텍,054210,00206659,20210504
1745,유앤아이,056090,00346610,20210513
1746,다우기술,023590,00176914,20210511
1747,다우데이타,032190,00238782,20210511
1748,테크엔,308700,01016886,20210504
1749,한국파마,032300,00187770,20210511
1750,디와이,013570,00117179,20210511
1751,삼일,032280,00127909,20210504
1752,대동기어,008830,00109310,20210504
1753,화성밸브,039610,00217743,20210504
1754,쌍용정보통신,010280,00138303,20210511
1755,씨큐브,101240,00520610,20210430
1756,한화투자증권,003530,00148610,20210511
1757,대신증권,003540,00110893,20210511
1758,지니틱스,303030,01318933,20210504
1759,엔에이치스팩18호,365590,01505186,20210504
1760,현진소재,053660,00188715,20210511
1761,대양제지,006580,00111227,20210511
1762,피에이치씨,057880,00410739,20210511
1763,윈스,136540,00868705,20210511
1764,와이오엠,066430,00370200,20210511
1765,오상헬스케어,036220,00260657,20210429
1766,효성화학,298000,01316236,20210511
1767,롯데칠성음료,005300,00120571,20210511
1768,카카오게임즈,293490,01137383,20210511
1769,JYP Ent.,035900,00258689,20210511
1770,오이솔루션,138080,00571483,20210511
1771,현대공업,170030,00164502,20210511
1772,대우조선해양,042660,00111704,20210511
1773,동아쏘시오홀딩스,000640,00116824,20210511
1774,비플라이소프트,148780,00980043,20210511
1775,삼성엔지니어링,028050,00126308,20210511
1776,신라섬유,001000,00135999,20210511
1777,SK하이닉스,000660,00164779,20210511
1778,로지시스,067730,00238199,20210511
1779,효성티앤씨,298020,01316227,20210511
1780,주성엔지니어링,036930,00252135,20210601
1781,LG헬로비전,037560,00222532,20210518
1782,LG,003550,00120021,20210518
1783,SV인베스트먼트,289080,00599151,20210520
1784,골프존,215000,01067516,20210524
1785,롯데케미칼,011170,00165413,20210524
1786,리더스 기술투자,019570,00110750,20210517
1787,진원생명과학,011000,00118521,20210517
1788,한프,066110,00226228,20210517
1789,스포츠서울,039670,00298687,20210517
1790,티사이언티픽,057680,00372688,20210517
1791,에이비프로바이오,195990,00620558,20210517
1792,일승,333430,01396676,20210517
1793,씨앤씨인터내셔널,352480,01226410,20210517
1794,원텍,216280,00311270,20210517
1795,메리츠증권,008560,00163682,20210517
1796,웅진에너지,103130,00609485,20210518
1797,신한카드,032710,00307897,20210512
1798,한국정보통신,025770,00159342,20210601
1799,선도전기,007610,00131939,20210601
1800,STX중공업,071970,00406046,20210601
1801,씨엔플러스,115530,00660033,20210616
1802,폴라리스우노,114630,00663669,20210617
1803,삼성머스트스팩5호,380320,01534522,20210617
1804,라온테크,232680,00911229,20210617
1805,3S,060310,00378363,20210521
1806,수프로,185190,00830447,20210521
1807,기신정기,092440,00106614,20210527
