,종목명,종목코드,기업코드,날짜,분기,유동자산,부채총계,청산가치,weighted_avg,주식_종가,증감
1456,엑사이엔씨,054940,360577,2021.06.21,2021년 1분기 보고서,37263842777,51545056397,-14281213620,0.005866231654937433,1905,0.20189274447949526
1458,삼진제약,005500,128412,2021.06.21,2021년 1분기 보고서,150702033947,74127326837,76574707110,0.005322622472344586,26550,0.09259259259259259
1460,탑엔지니어링,065130,366845,2021.06.21,2021년 1분기 보고서,121855589721,96240970218,25614619503,-0.0011599768496749568,9160,-0.006507592190889371
1462,삼화페인트공업,000390,129387,2021.06.21,2021년 1분기 보고서,246810094817,255304815606,-8494720789,-0.0002563072265930522,12500,-0.0196078431372549
1464,KG모빌리언스,046440,405278,2021.06.21,2021년 1분기 보고서,295604961006,156303835527,139301125479,-0.0034885699150759264,10650,0.07684529828109202
1466,신대양제지,016590,135777,2021.06.21,2021년 1분기 보고서,107139565844,41517537439,65622028405,0.00938253739910186,86200,0.05896805896805897
1468,누리플랜,069140,410997,2021.06.21,2021년 1분기 보고서,13496016026,25466493190,-11970477164,-0.03637933610000087,9100,0.23641304347826086
1470,신라교역,004970,135962,2021.06.21,2021년 1분기 보고서,190571635444,87223886912,103347748532,0.009206284276431331,13500,0.30434782608695654
1472,오뚜기,007310,141529,2021.06.21,2021년 1분기 보고서,767568792743,808226694712,-40657901969,0.0011291728505846777,543000,-0.04736842105263158
1474,플랜티넷,075130,490179,2021.06.21,2021년 1분기 보고서,11764688308,5488078275,6276610033,-0.024812218161384427,9400,0.4506172839506173
1476,일동홀딩스,000230,146083,2021.06.21,2021년 1분기 보고서,4951134001,78122809937,-73171675936,-0.00011746247508656423,14350,0.0
1478,에이테크솔루션,071670,384887,2021.06.21,2021년 1분기 보고서,91403169893,88944490973,2458678920,0.00535036645549684,15850,0.009554140127388535
1480,셀리버리,268600,1182444,2021.06.21,2021년 1분기 보고서,52840920512,24247585446,28593335066,-0.0048875996341734874,101900,-0.2007843137254902
1482,우주일렉트로,065680,390903,2021.06.21,2021년 1분기 보고서,122085370017,4967110000,117118260017,-0.01394681910731298,28500,0.02333931777378815
1484,룽투코리아,060240,373571,2021.06.21,2021년 1분기 보고서,54033422798,5155826143,48877596655,-0.0021573480990422353,6610,0.16784452296819788
1486,락앤락,115390,561866,2021.06.21,2021년 1분기 보고서,106617468767,76332784143,30284684624,0.007018122913923944,13700,-0.0711864406779661
1488,이라이콤,041520,137289,2021.06.21,2021년 1분기 보고서,158522982530,37528943998,120994038532,0.0019486553080327676,11200,-0.06276150627615062
1490,대보마그네틱,290670,1259418,2021.06.21,2021년 1분기 보고서,40406556811,17369263874,23037292937,-0.005748832961725637,34450,0.07320872274143302
1492,한미글로벌,053690,413523,2021.06.21,2021년 1분기 보고서,74108081829,48950663409,25157418420,0.0007240052842093209,12050,0.1261682242990654
1494,동아지질,028100,178754,2021.06.21,2021년 1분기 보고서,245253965774,141521643647,103732322127,0.005669387605635048,21600,0.17073170731707318
1496,센트랄모텍,308170,450010,2021.06.21,2021년 1분기 보고서,75185526094,150168297895,-74982771801,0.002248241283863121,27000,-0.06896551724137931
1498,이루다,164060,1142400,2021.06.21,2021년 1분기 보고서,31926374809,15416890818,16509483991,-0.005571309358339778,13600,0.2534562211981567
1500,코아스템,166480,989664,2021.06.21,2021년 1분기 보고서,54714302077,45590650265,9123651812,-0.0010353246969328162,18850,0.14939024390243902
1502,종근당홀딩스,001630,149354,2021.06.21,2021년 1분기 보고서,52620789931,46905006790,5715783141,0.00289263666901679,106500,0.028985507246376812
1504,청담러닝,096240,525882,2021.06.21,2021년 1분기 보고서,69247560086,17037019706,52210540380,-0.004691452714602466,35400,0.3694390715667311
1506,진흥기업,002780,150828,2021.06.21,2021년 1분기 보고서,168907449984,160918755466,7988694518,0.0022967053065826135,2970,-0.14037626628075253
1508,로보스타,090360,536523,2021.06.21,2021년 1분기 보고서,93997473979,51738853950,42258620029,-0.000335681818969434,26600,0.12236286919831224
1510,태광산업,003240,153393,2021.06.21,2021년 1분기 보고서,1610699909746,577111787735,1033588122011,0.009672360309260922,1180000,0.2826086956521739
1512,장원테크,174880,659684,2021.06.21,2021년 1분기 보고서,26846883319,69430695563,-42583812244,-0.004387241009126475,3900,2.9755351681957185
1514,풍산홀딩스,005810,155531,2021.06.21,2021년 1분기 보고서,76975122645,55819810803,21155311842,0.005543269125720649,27450,0.19607843137254902
1516,코스메카코리아,241710,763473,2021.06.21,2021년 1분기 보고서,75069452812,120240886262,-45171433450,0.0017841063887324997,18000,0.09090909090909091
1518,한국프랜지공업,010100,160418,2021.06.21,2021년 1분기 보고서,273321417239,255817160700,17504256539,0.0036341279332097747,3480,0.14098360655737704
1520,나무가,190510,819374,2021.06.21,2021년 1분기 보고서,148074817388,129180440461,18894376927,0.004612674119137597,8840,-0.1660377358490566
1522,퍼시스,016800,161709,2021.06.21,2021년 1분기 보고서,276947219709,67150100298,209797119411,0.007163470016875174,40350,0.3677966101694915
1524,에이치엔티,176440,872452,2021.06.21,2021년 1분기 보고서,5804162491,4207630931,1596531560,0.0,1920,0.0
1526,한올바이오파마,009420,162586,2021.06.21,2021년 1분기 보고서,131129950202,39996076025,91133874177,0.004455861088178144,20800,-0.09170305676855896
1528,필옵틱스,161580,938721,2021.06.21,2021년 1분기 보고서,68632040858,95008501460,-26376460602,-0.0051706536598771025,11250,-0.0963855421686747
1530,오션브릿지,241790,1113754,2021.06.21,2021년 1분기 보고서,40464859225,11399659921,29065199304,-0.001165066782273299,18300,0.10240963855421686
1532,코스맥스비티아이,044820,219574,2021.06.21,2021년 1분기 보고서,58123560405,169122641791,-110999081386,0.0010074613136053592,19950,0.21646341463414634
1534,잉글우드랩,950140,1165739,2021.06.21,2021년 1분기 보고서,52899168,26576619,26322549,0.002604254146765129,7750,0.1778115501519757
1536,CJ대한통운,000120,113410,2021.06.21,2021년 1분기 보고서,1302738704544,4063032296786,-2760293592242,-0.008481479840748013,177500,-0.030054644808743168
1538,비츠로테크,042370,103644,2021.06.21,2021년 1분기 보고서,12245254068,20599173048,-8353918980,-0.00175996228884599,11850,0.185
1540,명문제약,017180,121039,2021.06.21,2021년 1분기 보고서,80264217434,105219332382,-24955114948,0.0019146829946303727,5480,0.05384615384615385
1542,CJ프레시웨이,051500,127954,2021.06.21,2021년 1분기 보고서,344193357786,848750122153,-504556764367,-0.001218634688715532,34800,0.4233128834355828
1544,에쓰씨엔지니어링,023960,121969,2021.06.21,2021년 1분기 보고서,9524961716,30907739634,-21382777918,-0.002409717604627181,4470,-0.022950819672131147
1546,서한,011370,131504,2021.06.21,2021년 1분기 보고서,443340647380,240565655471,202774991909,-0.03247150440670311,2380,0.49216300940438873
1548,에코플라스틱,038110,139153,2021.06.21,2021년 1분기 보고서,142686887856,261812816724,-119125928868,-0.01761061350073015,3395,0.016467065868263474
1550,코오롱,002020,152862,2021.06.21,2021년 1분기 보고서,51705910079,666276754837,-614570844758,-0.00450895704676761,31450,0.35560344827586204
1552,한탑,002680,140566,2021.06.21,2021년 1분기 보고서,30970169755,78619938578,-47649768823,-0.0013861137920887102,1835,0.06686046511627906
1554,이화전기,024810,145738,2021.06.21,2021년 1분기 보고서,97993946574,55331576067,42662370507,-0.00558403492960585,2300,8.82905982905983
1556,국동,005320,168331,2021.06.21,2021년 1분기 보고서,91931078380,65119821867,26811256513,0.00196030887645134,3345,-0.17914110429447852
1558,피제이전자,006140,155735,2021.06.21,2021년 1분기 보고서,68783270659,40424555222,28358715437,-0.023789938141066013,10150,0.2288135593220339
1560,CJ CGV,079160,303873,2021.06.21,2021년 1분기 보고서,539409703372,2061392284346,-1521982580974,0.004634138444507349,30900,0.10160427807486631
1562,시그네틱스,033170,158219,2021.06.21,2021년 1분기 보고서,84916624214,47115834713,37800789501,-0.009693656914759628,1975,0.5674603174603174
1564,교촌에프앤비,339770,453284,2021.06.21,2021년 1분기 보고서,55746962931,62283188927,-6536225996,-0.00352080138478365,20000,0.10803324099722991
1566,동국산업,005160,172680,2021.06.21,2021년 1분기 보고서,181693812561,116540959708,65152852853,0.0008287768594300343,3995,0.10972222222222222
1568,진도,088790,557933,2021.06.21,2021년 1분기 보고서,72378574130,27697684096,44680890034,-0.011753866673635776,5790,-0.03177257525083612
1570,리더스코스메틱,016100,180263,2021.06.21,2021년 1분기 보고서,20979820816,39753785300,-18773964484,-0.00018261338592652295,6000,0.7094017094017094
1572,미원홀딩스,107590,706715,2021.06.21,2021년 1분기 보고서,10147206041,60682982169,-50535776128,-4.8126804225009375e-05,126000,0.125
1574,일동제약,249420,1168383,2021.06.21,2021년 1분기 보고서,307249660232,447532009742,-140282349510,0.000433216185812835,15900,0.0
1576,신일제약,012790,137058,2021.06.21,2021년 1분기 보고서,53114435456,17747332315,35367103141,-0.007054024128837307,16100,0.1794871794871795
1578,한창제지,009460,163761,2021.06.21,2021년 1분기 보고서,115880354655,112594600848,3285753807,-0.0014882556878081097,2815,0.22391304347826088
1580,대화제약,067080,210740,2021.06.21,2021년 1분기 보고서,119512799688,9284689500,110228110188,-0.0004330658628385863,12700,0.07627118644067797
1582,명신산업,009900,173078,2021.06.21,2021년 1분기 보고서,116307806902,124269287459,-7961480557,-0.007779674367517191,28100,0.10196078431372549
1584,제일제강,023440,148531,2021.06.21,2021년 1분기 보고서,37111413283,39149538751,-2038125468,0.008537276719483768,3200,-0.16558018252933507
1586,도화엔지니어링,002150,114552,2021.06.21,2021년 1분기 보고서,182141516763,178414087562,3727429201,-0.000726569379944293,9280,0.07407407407407407
1588,KG동부제철,016380,115676,2021.06.21,2021년 1분기 보고서,660289719478,1325695229842,-665405510364,0.003454442540331377,19450,0.27124183006535946
1590,이엠텍,091120,541163,2021.06.21,2021년 1분기 보고서,134772131506,68834907750,65937223756,-0.008118967897409192,18950,0.09221902017291066
1592,삼성중공업,010140,126478,2021.06.21,2021년 1분기 보고서,5737663674737,8526689649307,-2789025974570,0.00011869541089475252,6800,-0.12483912483912483
1594,셀리드,299660,1235296,2021.06.21,2021년 1분기 보고서,26988234834,14543400000,12444834834,-0.001287758380998954,128100,2.1826086956521737
1596,소프트캠프,258790,1182408,2021.06.21,2021년 1분기 보고서,9460907942,4122967892,5337940050,-0.005816008490763184,3800,0.14285714285714285
1598,옵티시스,109080,660291,2021.06.21,2021년 1분기 보고서,33428657756,4120144178,29308513578,-0.02694991521417391,18200,0.9444444444444444
1600,이엔드디,101360,619640,2021.06.21,2021년 1분기 보고서,77146425452,48989941893,28156483559,0.001387897938505267,28350,-0.06435643564356436
1602,가온미디어,078890,441304,2021.06.21,2021년 1분기 보고서,200376986942,130648841960,69728144982,0.004033161453410827,12950,0.10212765957446808
1604,에스앤에스텍,101490,411048,2021.06.21,2021년 1분기 보고서,83873268648,26981642653,56891625995,0.0014219920807511312,28950,-0.10093167701863354
1606,트루윈,105550,766106,2021.06.21,2021년 1분기 보고서,40545316377,50213764522,-9668448145,0.0077148580521045765,7180,0.35471698113207545
1608,효성,004800,117188,2021.06.21,2021년 1분기 보고서,531127356970,536467595008,-5340238038,-0.0023954245636034076,100000,0.12485939257592801
1610,풀무원,017810,155355,2021.06.21,2021년 1분기 보고서,139019495407,149725503900,-10706008493,0.005129556270166423,19850,0.16422287390029325
1612,삼일제약,000520,128032,2021.06.21,2021년 1분기 보고서,64740183617,130973270444,-66233086827,0.004868751098557814,9380,-0.5321695760598504
1614,유한양행,000100,145109,2021.06.21,2021년 1분기 보고서,2251733004254,1612335490870,639397513384,0.004020496139312561,63200,0.0031746031746031746
1616,삼성물산,028260,149655,2021.06.21,2021년 1분기 보고서,8175008230927,16885876222172,-8710867991245,0.005869603395944057,133000,0.06827309236947791
1618,LG유플러스,032640,231363,2021.06.21,2021년 1분기 보고서,4774876000000,9786325000000,-5011449000000,0.0034368039317500556,15000,0.22448979591836735
1620,대한유화,006650,260383,2021.06.21,2021년 1분기 보고서,783597533755,260489900378,523107633377,0.0051055746334664285,243000,-0.2534562211981567
1622,만도,204320,1042775,2021.06.21,2021년 1분기 보고서,3353520710331,365027354249,2988493356082,-0.0017635647895040355,65000,-0.0121580547112462
1624,우진아이엔에스,010400,143262,2021.06.21,2021년 1분기 보고서,75250401090,20495463822,54754937268,0.0003217895016686281,9030,0.1473951715374841
1626,한국공항,005430,156691,2021.06.21,2021년 1분기 보고서,190994495926,146154753322,44839742604,0.00847397928933686,47900,0.17114914425427874
1628,씨엠에스에듀,225330,914040,2021.06.21,2021년 1분기 보고서,84892166159,9476384000,75415782159,0.00024257895754677117,7210,0.08258258258258258
1630,에이에프더블류,312610,1223219,2021.06.21,2021년 1분기 보고서,49094175601,10128444000,38965731601,0.0052046689744000675,8700,-0.02356902356902357
1632,삼원강재,023000,191588,2021.06.21,2021년 1분기 보고서,134565034349,48110234857,86454799492,0.0031607910913545754,3730,0.03611111111111111
1634,DL,000210,109693,2021.06.21,2021년 1분기 보고서,732488712233,826781824441,-94293112208,0.004680444109009308,78700,-0.10057142857142858
1636,현대오토에버,307950,362441,2021.06.21,2021년 1분기 보고서,765877757799,484561938677,281315819122,-0.014544729354761117,132500,0.1228813559322034
1638,LF,093050,593032,2021.06.21,2021년 1분기 보고서,730941088848,459217121088,271723967760,-0.001647165400008375,20450,0.25076452599388377
1640,CJ제일제당,097950,635134,2021.06.21,2021년 1분기 보고서,1434947905000,4566196696000,-3131248791000,0.0047148741428948236,441500,0.07420924574209246
1642,패션플랫폼,225590,1101041,2021.06.21,2021년 1분기 보고서,29451502076,12669329701,16782172375,-0.000911217943989541,1740,0.0875
1644,한송네오텍,226440,1101722,2021.06.21,2021년 1분기 보고서,33672365815,22362515333,11309850482,-0.010781444553668449,1810,0.07738095238095238
1646,비즈니스온,138580,1014657,2021.06.21,2021년 1분기 보고서,21832930811,7275596781,14557334030,-0.0019822528206021716,21100,-0.07048458149779736
1648,삼아알미늄,006110,126779,2021.06.21,2021년 1분기 보고서,88444931133,106182834789,-17737903656,-0.006151951370593309,12200,0.3132400430570506
1650,흥구석유,024060,167004,2021.06.21,2021년 1분기 보고서,28425659550,6682027626,21743631924,-0.005762151151092325,8710,0.2013793103448276
1652,성우전자,081580,364306,2021.06.21,2021년 1분기 보고서,41656079110,4110717800,37545361310,0.0007544522748183487,3285,0.04285714285714286
1654,잇츠한불,226320,911955,2021.06.21,2021년 1분기 보고서,236860251209,9008346528,227851904681,0.00611882442650855,28300,0.03663003663003663
1656,코스맥스,192820,1009789,2021.06.21,2021년 1분기 보고서,346683113228,532080322045,-185397208817,0.001891926264232387,129000,0.05737704918032787
1658,서연이화,200880,1036446,2021.06.21,2021년 1분기 보고서,411661691891,530046586387,-118384894496,0.004125627570967941,9090,-0.06864754098360656
1660,마크로젠,038290,261373,2021.06.21,2021년 1분기 보고서,81628272640,71404611159,10223661481,0.000431583916082923,31350,-0.018779342723004695
1662,동일산업,004890,172936,2021.06.21,2021년 1분기 보고서,241108106267,47595350490,193512755777,-0.00030029623138526265,98800,0.2522179974651457
1664,휴젤,145020,888347,2021.06.21,2021년 1분기 보고서,542806275806,182839813576,359966462230,-0.003100496790750095,236100,0.3226890756302521
1666,동양파일,228340,993931,2021.06.21,2021년 1분기 보고서,69063118588,9993501263,59069617325,0.005972327050746564,6450,-0.09154929577464789
1668,경동나비엔,009450,101488,2021.06.21,2021년 1분기 보고서,284728904147,261787669388,22941234759,-0.006925305685458552,68700,0.34970530451866405
1670,삼양식품,003230,126955,2021.06.21,2021년 1분기 보고서,177205362095,211873294706,-34667932611,8.291465868867598e-06,89900,0.010112359550561797
1672,THE E&M,089230,519252,2021.06.21,2021년 1분기 보고서,56064975633,23904016420,32160959213,0.004135865715517311,1160,0.06422018348623854
1674,삼일씨엔에스,004440,109806,2021.06.21,2021년 1분기 보고서,130866031057,50411953137,80454077920,0.013523333595983131,12900,-0.23893805309734514
1676,휴맥스,115160,787057,2021.06.21,2021년 1분기 보고서,441440374110,582106435386,-140666061276,-0.004152101782668536,4880,0.04833512352309345
1678,테이팩스,055490,256955,2021.06.21,2021년 1분기 보고서,67684621060,45517305043,22167316017,-0.000875058922648889,52700,0.02729044834307992
1680,아세아시멘트,183190,990165,2021.06.21,2021년 1분기 보고서,122292268812,352999513032,-230707244220,0.007387886501278172,125000,0.07296137339055794
1682,감성코퍼레이션,036620,261009,2021.06.21,2021년 1분기 보고서,21903609413,9007625643,12895983770,0.00293239640927,1405,0.6242774566473989
1684,폴라리스오피스,041020,269852,2021.06.21,2021년 1분기 보고서,25556097016,18731580000,6824517016,0.002929481540659443,2020,-0.1984126984126984
1686,레몬,294140,1011395,2021.06.21,2021년 1분기 보고서,25164228310,17502354463,7661873847,-0.006458302274379353,8810,-0.01122334455667789
1688,네오리진,094860,599106,2021.06.21,2021년 1분기 보고서,8140501397,3991144062,4149357335,-0.004603340787292316,1710,-0.22272727272727272
1690,연이비앤티,090740,495554,2021.06.21,2021년 1분기 보고서,37082156483,40490945138,-3408788655,-0.012882256834718421,4650,-0.038262668045501554
1692,피앤씨테크,237750,525864,2021.06.21,2021년 1분기 보고서,41283181162,7551730126,33731451036,-0.0021310580399892193,8400,0.15384615384615385
1694,롯데쇼핑,023530,120526,2021.06.21,2021년 1분기 보고서,3923725936493,16231611238178,-12307885301685,0.009678840764133266,116000,-0.07936507936507936
1696,뷰웍스,100120,609324,2021.06.21,2021년 1분기 보고서,129582091158,43769466442,85812624716,0.0025405400038034766,37150,0.030513176144244106
1698,센트럴인사이트,012600,151863,2021.06.21,2021년 1분기 보고서,16576490933,7973775464,8602715469,0.0011677975609179383,2490,0.0
1700,SK,034730,181712,2021.06.21,2021년 1분기 보고서,2145506000000,9528271000000,-7382765000000,0.005213888562249225,275000,-0.024822695035460994
1702,쿠콘,294570,1311055,2021.06.21,2021년 1분기 보고서,77953553426,79859738820,-1906185394,-0.0005442132528422939,61400,
1703,용평리조트,070960,365989,2021.06.21,2021년 1분기 보고서,181887770659,550050789020,-368163018361,-0.007739992985475469,6350,0.3215400624349636
1705,에스케이바이오팜,326030,878696,2021.06.21,2021년 1분기 보고서,535845042891,116872434961,418972607930,-0.005906131304354612,123500,0.19902912621359223
1707,에스아이리소스,065420,120906,2021.06.21,2021년 1분기 보고서,8826654290,2295007057,6531647233,0.0,639,0.0
1709,동원F&B,049770,340917,2021.06.21,2021년 1분기 보고서,503472439200,651075439001,-147602999801,0.005156927472157186,221000,0.14805194805194805
1711,이노와이즈,086250,166333,2021.06.21,2021년 1분기 보고서,11529101895,28351183944,-16822082049,0.0,1405,0.0
1713,광전자,017900,152729,2021.06.21,2021년 1분기 보고서,119053675025,39007694993,80045980032,-0.0007131038480098454,2575,0.08421052631578947
1715,신라젠,215600,919966,2021.06.21,2021년 1분기 보고서,19191348347,24743078717,-5551730370,0.0,12100,0.0
1717,KH 일렉트론,111870,125965,2021.06.21,2021년 1분기 보고서,36714952113,59670279278,-22955327165,0.01763532213775117,1120,-0.10040160642570281
1719,이즈미디어,181340,861720,2021.06.21,2021년 1분기 보고서,36951705450,35158358867,1793346583,0.04368347457089193,22500,0.06132075471698113
1721,바이오로그디바이스,208710,1047707,2021.06.21,2021년 1분기 보고서,32614019724,46219686353,-13605666629,-0.0013023156051445918,4045,0.5647969052224371
1723,시스웍,269620,1188378,2021.06.21,2021년 1분기 보고서,32329773258,37980329500,-5650556242,-0.004287014024433107,1990,0.05570291777188329
1725,세틀뱅크,234340,763701,2021.06.21,2021년 1분기 보고서,166043462492,86654372257,79389090235,-0.000861681008330016,35200,0.0847457627118644
1727,케어젠,214370,549891,2021.06.21,2021년 1분기 보고서,147069734086,25755122903,121314611183,-0.0017753196950505243,67500,0.033690658499234305
1729,수산중공업,017550,135111,2021.06.21,2021년 1분기 보고서,44305166582,57828409431,-13523242849,0.008770409814367247,4255,-0.05444444444444444
1731,삼보산업,009620,125822,2021.06.21,2021년 1분기 보고서,94867646541,194305231262,-99437584721,-0.0025116751756661614,2190,0.7877551020408163
1733,에코마이스터,064510,127699,2021.06.21,2021년 1분기 보고서,6780812721,44904754911,-38123942190,0.001700554388318381,550,-0.6153846153846154
1735,일진머티리얼즈,020150,113997,2021.06.21,2021년 1분기 보고서,301229000000,102927000000,198302000000,-0.0018772882740709241,69700,0.026509572901325478
1737,모베이스전자,012860,137234,2021.06.21,2021년 1분기 보고서,260673688518,416524559263,-155850870745,0.0006045065163357193,2590,-0.19938176197836166
1739,한국알콜,017890,158565,2021.06.21,2021년 1분기 보고서,172422815456,55389604727,117033210729,-0.005482920103857404,15050,0.16666666666666666
1741,코너스톤네트웍스,033110,194275,2021.06.21,2021년 1분기 보고서,25564842075,27300256316,-1735414241,0.0,204,0.0
1743,아시아나항공,020560,138792,2021.06.21,2021년 1분기 보고서,1798365672232,11980075631198,-10181709958966,-0.0017309364208959444,17200,0.1353135313531353
1745,경동인베스트,012320,143527,2021.06.21,2021년 1분기 보고서,37467549077,2368498916,35099050161,-0.0006617655853119978,40950,0.008620689655172414
1747,UCI,038340,215976,2021.06.21,2021년 1분기 보고서,7303255195,24467990079,-17164734884,0.001221029242393871,445,0.0
1749,제일연마,001560,148461,2021.06.21,2021년 1분기 보고서,41786482965,12521906099,29264576866,-0.0007575406266032108,8520,0.08951406649616368
1751,티씨케이,064760,245472,2021.06.21,2021년 1분기 보고서,209986952359,45002268885,164984683474,-0.017610364286818433,199000,0.06133333333333333
1753,COWON,056000,361266,2021.06.21,2021년 1분기 보고서,19007240928,4491197489,14516043439,-3.650860872994117e-05,2860,0.0
1755,한국내화,010040,160205,2021.06.21,2021년 1분기 보고서,74266451213,65914429574,8352021639,-0.0057642847349378855,5020,0.24257425742574257
1757,새론오토모티브,075180,305668,2021.06.21,2021년 1분기 보고서,91032381355,26228343492,64804037863,2.9717930305437165e-05,6330,0.06925675675675676
1759,신세계I&C,035510,219486,2021.06.21,2021년 1분기 보고서,132812995171,56653915648,76159079523,0.004184173831671758,190000,0.23376623376623376
1761,넥스턴바이오,089140,416414,2021.06.21,2021년 1분기 보고서,70592074296,3226410918,67365663378,0.09903615841789275,8640,-0.5048710601719197
1763,강남제비스코,000860,100939,2021.06.21,2021년 1분기 보고서,142885489000,85885567011,56999921989,0.0023250539565313525,29000,-0.044481054365733116
1765,아센디오,012170,145437,2021.06.21,2021년 1분기 보고서,18069102249,8560313063,9508789186,0.00588923631920772,2730,1.4705882352941178
1767,코윈테크,282880,1211232,2021.06.21,2021년 1분기 보고서,75879606964,43623431017,32256175947,0.0033981267306029523,23250,-0.00641025641025641
1769,깨끗한나라,004540,113492,2021.06.21,2021년 1분기 보고서,137190573795,364642496181,-227451922386,-0.008768551274612789,6930,-0.10810810810810811
1771,SK디스커버리,006120,131832,2021.06.21,2021년 1분기 보고서,250545589454,236485784312,14059805142,0.004270726600985195,52800,-0.13157894736842105
1773,SBS콘텐츠허브,046140,280688,2021.06.21,2021년 1분기 보고서,144741757518,39695899858,105045857660,-0.0026362336715832044,9100,0.28169014084507044
1775,가온전선,000500,104768,2021.06.21,2021년 1분기 보고서,344510667688,325097275950,19413391738,-0.0036795444562268634,35650,0.18635607321131448
1777,남해화학,025860,107987,2021.06.21,2021년 1분기 보고서,414400928960,166987168252,247413760708,-0.009496470520687248,11000,0.2222222222222222
1779,싸이버원,356890,1293953,2021.06.21,2021년 1분기 보고서,22766890901,4949927465,17816963436,-0.0004774524691038782,14500,-0.11042944785276074
1781,프레스티지바이오로직스,334970,1258428,2021.06.21,2021년 1분기 보고서,96005893617,40430206666,55575686951,-0.0008293254919740471,13850,0.0
1783,이크레더블,092130,634728,2021.06.21,2021년 1분기 보고서,56804477984,20391825572,36412652412,-0.00044397822358245787,21850,-0.009070294784580499
1785,대유플러스,000300,126089,2021.06.21,2021년 1분기 보고서,82617767846,133395401148,-50777633302,-0.03343984814264782,1735,1.1741854636591478
1787,팬젠,222110,962922,2021.06.21,2021년 1분기 보고서,22559730488,22282415038,277315450,0.003518600954534934,9990,0.054910242872228086
1789,아시아나IDT,267850,458234,2021.06.21,2021년 1분기 보고서,132440380420,69771614218,62668766202,-0.0008182160845525485,24350,0.12731481481481483
1791,컴투스,078340,476498,2021.06.21,2021년 1분기 보고서,672279503201,128473265419,543806237782,0.002530412114897563,129200,-0.23550295857988165
1793,KEC,092220,589127,2021.06.21,2021년 1분기 보고서,211466277509,233765119604,-22298842095,-0.0039265231182771185,2600,0.11827956989247312
1795,서울바이오시스,092190,488402,2021.06.21,2021년 1분기 보고서,123595077684,247306784985,-123711707301,0.001204155505831041,16150,0.028662420382165606
1797,에어부산,298690,651901,2021.06.21,2021년 1분기 보고서,76780304460,939387470812,-862607166352,-0.00020727930903494175,3575,-0.04411764705882353
1799,제이스텍,090470,493185,2021.06.21,2021년 1분기 보고서,50591110397,31242702786,19348407611,-0.0022130347257961996,7720,0.0737134909596662
1801,에스와이,109610,535481,2021.06.21,2021년 1분기 보고서,128331404465,121637858646,6693545819,-0.004068469625977761,3950,0.03674540682414698
1803,모바일리더,100030,641171,2021.06.21,2021년 1분기 보고서,12820391441,13154002180,-333610739,0.0037350844217738707,20700,-0.09606986899563319
1805,엔시트론,101400,641393,2021.06.21,2021년 1분기 보고서,34571770144,24922133282,9649636862,0.0026356511929186083,1220,0.3707865168539326
1807,스킨앤스킨,159910,896753,2021.06.21,2021년 1분기 보고서,24690324772,7021630260,17668694512,0.0,263,0.0
1809,나무기술,242040,1136348,2021.06.21,2021년 1분기 보고서,30916906706,23076783964,7840122742,-0.028082239616579335,3935,0.40535714285714286
1811,NHN벅스,104200,645089,2021.06.21,2021년 1분기 보고서,36100823636,20565372686,15535450950,-0.001986364729589155,6260,-0.044274809160305344
1813,젠큐릭스,229000,1051472,2021.06.21,2021년 1분기 보고서,8092117311,7746783967,345333344,0.003088677682433063,22350,0.14615384615384616
1815,샘코,263540,971090,2021.06.21,2021년 1분기 보고서,16593667452,32476346469,-15882679017,0.0,2015,0.0
1817,포스코,005490,155319,2021.06.21,2021년 1분기 보고서,20397788524951,12585022466455,7812766058496,0.0037948900019757663,335500,0.0484375
1819,화승코퍼레이션,013520,166272,2021.06.21,2021년 1분기 보고서,300008658948,25025626000,274983032948,-0.012905101779052349,3190,0.7673130193905817
1821,웅진씽크빅,095720,628189,2021.06.21,2021년 1분기 보고서,417163962678,267599552061,149564410617,0.0016666677117763195,4145,0.25226586102719034
1823,포스코엠텍,009520,128111,2021.06.21,2021년 1분기 보고서,113502334895,39326990033,74175344862,0.0028100498545166035,9000,0.0688836104513064
1825,동화약품,000020,119195,2021.06.21,2021년 1분기 보고서,209356906420,80204758240,129152148180,0.001402319510923442,14500,0.017543859649122806
1827,네오이뮨텍,950220,1511558,2021.06.21,2021년 1분기 보고서,166079691,14187645,151892046,0.006248827941862762,10900,-0.03111111111111111
1829,TS트릴리온,317240,1353024,2021.06.21,2021년 1분기 보고서,12633889793,12520970141,112919652,0.0020361221770085545,1375,-0.06779661016949153
1831,에이스침대,003800,140052,2021.06.21,2021년 1분기 보고서,104386213064,86581469196,17804743868,-0.0014006684219731572,47650,0.11461988304093568
1833,나인테크,267320,1208849,2021.06.21,2021년 1분기 보고서,59918325566,59598609021,319716545,-0.0021304244296267553,4555,0.012222222222222223
1835,베스파,299910,1259056,2021.06.21,2021년 1분기 보고서,31495545278,23242746952,8252798326,-0.006471970789738809,26800,-0.0726643598615917
1837,대성홀딩스,016710,108940,2021.06.21,2021년 1분기 보고서,42414952313,130192395745,-87777443432,0.0010391017016548984,35950,0.23752151462994836
1839,유일에너테크,340930,1368637,2021.06.21,2021년 1분기 보고서,52744026540,17683166647,35060859893,-0.0030787536135208466,19200,-0.035175879396984924
1841,대한항공,003490,113526,2021.06.21,2021년 1분기 보고서,5125097125097,19550448229118,-14425351104021,0.007320276089159409,32000,0.17647058823529413
